Point,Test,fW,current,ind,Rd,Cs,Rs,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region
94,ECE740_tb_channel_CTLE_ML_1,4.88E-06,0.0005611,2.04E-09,1310,4.42E-13,1392,,-0.01967,-9.697,-7.544,-6.584,-12.16,0.3916,-9.088,-15.27,-3.777,-13.16,-21.03,-12.63,-18.88,-30.14,-26.64,0,0,0,1,2
95,ECE740_tb_channel_CTLE_ML_1,9.22E-06,0.00107,5.44E-10,1493,2.64E-13,707.4,,-0.01955,-46.51,-39.09,-6.602,-45.92,-34.09,-9.111,-50.51,-43.74,-13.17,-57.97,-57.13,-18.87,-66.46,-71.72,0,0,0,1,2
96,ECE740_tb_channel_CTLE_ML_1,3.65E-06,0.001301,8.64E-10,183.7,3.96E-13,549,,-0.01973,-8.428,-16.86,-6.577,-7.152,-7.786,-9.073,-8.648,-8.283,-13.14,-12.41,-11.7,-18.86,-18.2,-17.41,0,0,0,2,2
97,ECE740_tb_channel_CTLE_ML_1,8.94E-06,0.001436,1.50E-09,672.4,2.85E-13,861,,-0.01957,-24.96,-24.43,-6.6,-30.56,-19.83,-9.11,-35.4,-28.75,-13.17,-43.72,-42.94,-18.87,-54.49,-59.64,0,0,0,1,2
98,ECE740_tb_channel_CTLE_ML_1,7.40E-06,0.001005,9.23E-10,154.2,1.04E-13,400.1,,-0.01969,-7.117,-14.25,-6.58,-11.47,-16.41,-9.083,-11.2,-13.36,-13.17,-14.94,-16.66,-18.88,-24,-29.12,0,0,0,2,2
99,ECE740_tb_channel_CTLE_ML_1,6.17E-06,0.0007803,1.22E-09,937.3,3.82E-13,652.5,,-0.01964,-7.785,-3.692,-6.588,-11.67,-0.04864,-9.099,-15.24,-5.291,-13.17,-22.07,-16.37,-18.88,-32.28,-32.11,0,0,0,1,2
100,ECE740_tb_channel_CTLE_ML_1,5.33E-06,0.001412,6.21E-10,130.8,4.18E-14,223.8,,-0.0197,-5.843,-11.71,-6.581,-12.26,-17.99,-9.076,-14.38,-19.73,-13.15,-17.43,-21.76,-18.87,-22.5,-26.08,0,0,0,2,2
101,ECE740_tb_channel_CTLE_ML_1,4.73E-06,0.0008726,5.51E-10,1182,4.83E-13,839.3,,-0.01966,-25.54,-21.24,-6.584,-30.44,-17.71,-9.086,-33.33,-21.54,-13.16,-38.66,-29.9,-18.88,-47.08,-43.2,0,0,0,1,2
102,ECE740_tb_channel_CTLE_ML_1,2.65E-06,0.001771,6.58E-10,1043,4.76E-13,216.1,,-0.01971,-36.58,-28.77,-6.581,-43.67,-33.59,-9.074,-46.09,-35.63,-13.14,-49.47,-39.52,-18.84,-53.47,-45.52,0,0,0,1,2
103,ECE740_tb_channel_CTLE_ML_1,5.78E-06,0.0009436,1.76E-09,656.9,6.62E-13,1005,,-0.01967,-2.902,-3.549,-6.589,-1.009,9.478,-9.106,-5.01,4.183,-13.18,-12.3,-6.497,-18.89,-22.63,-21.73,0,0,0,1,2
104,ECE740_tb_channel_CTLE_ML_1,9.93E-06,0.002108,3.09E-10,902,3.99E-13,266,,-0.01953,-47.12,-37.78,-6.605,-49.65,-39.53,-9.111,-54.19,-49.04,-13.17,-61.32,-62.09,-18.86,-69.13,-75.95,0,0,0,1,2
105,ECE740_tb_channel_CTLE_ML_1,2.17E-06,0.0005167,4.39E-10,1039,5.12E-13,848.6,,-0.01973,0.9725,2.688,-6.58,0.5017,8.754,-9.074,-2.046,6.237,-13.14,-6.749,1.072,-18.84,-14.13,-7.814,0,0,0,2,2
106,ECE740_tb_channel_CTLE_ML_1,4.56E-06,0.001547,7.00E-10,260,2.49E-13,1160,,-0.01972,-9.905,-19.72,-6.574,-4.171,-1.687,-9.079,-5.119,-0.9352,-13.16,-10.16,-6.6,-18.88,-18.91,-18.15,0,0,0,2,2
107,ECE740_tb_channel_CTLE_ML_1,8.82E-06,0.001351,2.88E-09,157.5,4.50E-13,67.72,,-0.01961,1.105,2.184,-6.591,-4.602,-2.637,-9.111,-6.699,-4.202,-13.18,-12.73,-12.08,-18.87,-22.54,-26.18,0,0,0,2,2
108,ECE740_tb_channel_CTLE_ML_1,6.39E-06,0.001584,2.42E-09,35.93,7.58E-13,1273,,-0.01972,-25.92,-51.85,-6.577,-11.3,-16.11,-9.082,-8.459,-8.015,-13.18,-8.14,-3.23,-18.89,-16.59,-14.13,0,0,0,2,2
109,ECE740_tb_channel_CTLE_ML_1,3.75E-06,0.001519,1.17E-09,110.7,1.50E-13,519.9,,-0.01973,-12.3,-24.61,-6.577,-14.27,-22.02,-9.067,-13.26,-17.55,-13.13,-13.99,-15,-18.86,-16.54,-14.32,0,0,0,2,2
110,ECE740_tb_channel_CTLE_ML_1,5.41E-06,0.001558,3.38E-10,608.2,7.25E-14,685.4,,-0.01965,-19.24,-18.59,-6.585,-25.47,-21.99,-9.091,-28.15,-21.56,-13.17,-33.82,-27.34,-18.88,-42.97,-41.53,0,0,0,1,2
111,ECE740_tb_channel_CTLE_ML_1,6.02E-06,0.001537,1.60E-09,642.3,1.68E-13,1437,,-0.01964,-24.9,-28.59,-6.587,-27.19,-18.36,-9.096,-30.32,-20.2,-13.17,-36.62,-30.38,-18.88,-46.34,-45.61,0,0,0,1,2
112,ECE740_tb_channel_CTLE_ML_1,2.79E-06,0.001675,2.09E-09,1113,4.37E-13,778.4,,-0.01971,-39.46,-35.9,-6.581,-45.69,-34.63,-9.075,-47.83,-36.6,-13.14,-50.81,-40.18,-18.85,-54.3,-45.65,0,0,0,1,2
113,ECE740_tb_channel_CTLE_ML_1,4.24E-06,0.001052,2.47E-09,1033,3.11E-13,20.72,,-0.01967,-23.24,-11.15,-6.583,-29.93,-18.07,-9.083,-32.76,-21.54,-13.16,-37.89,-28.56,-18.87,-45.98,-40.47,0,0,0,1,2
114,ECE740_tb_channel_CTLE_ML_1,6.71E-06,0.0009549,2.83E-09,663.4,4.74E-13,1153,,-0.01966,-4.4,-5.954,-6.593,-2.197,8.663,-9.111,-6.647,2.259,-13.18,-14.5,-9.853,-18.88,-25.08,-25.62,0,0,0,1,2
115,ECE740_tb_channel_CTLE_ML_1,5.12E-06,0.001167,1.06E-09,1089,7.55E-13,636.4,,-0.01965,-32.82,-27.27,-6.585,-38.61,-25.59,-9.09,-41.56,-29.95,-13.17,-46.87,-38.73,-18.88,-54.69,-51.65,0,0,0,1,2
116,ECE740_tb_channel_CTLE_ML_1,9.91E-06,0.000559,2.67E-09,282.7,6.45E-13,406.8,,-0.01964,-2.562,-5.139,-6.599,-2.695,1.281,-9.114,-7.927,-6.612,-13.17,-16.05,-18.83,-18.87,-25.75,-32.69,0,0,0,2,2
117,ECE740_tb_channel_CTLE_ML_1,7.60E-06,0.001181,1.31E-09,1248,8.71E-13,102.3,,-0.01959,-39.94,-26.74,-6.595,-49.34,-36.81,-9.107,-53.26,-44.38,-13.17,-58.36,-54.78,-18.87,-64.57,-66.86,0,0,0,1,2
118,ECE740_tb_channel_CTLE_ML_1,1.14E-06,0.000656,1.43E-09,214.7,9.68E-13,1361,,-0.01976,-13.54,-27.12,-6.58,-13.53,-20.57,-9.068,-15.75,-22.53,-13.13,-18.94,-24.85,-18.81,-22.08,-25.53,0,0,0,2,2
119,ECE740_tb_channel_CTLE_ML_1,8.29E-06,0.001797,4.21E-10,459.6,1.04E-13,460.6,,-0.01959,-13.31,-11.82,-6.596,-19.94,-15.87,-9.108,-23.87,-18.6,-13.17,-31.5,-30.37,-18.87,-42.32,-47.25,0,0,0,1,2
120,ECE740_tb_channel_CTLE_ML_1,6.47E-06,0.001767,3.38E-10,911.3,4.96E-13,354.7,,-0.01962,-39.77,-32.3,-6.59,-50.28,-37.8,-9.1,-53.19,-43.07,-13.17,-57.14,-51.8,-18.88,-62.7,-63.08,0,0,0,1,2
121,ECE740_tb_channel_CTLE_ML_1,6.66E-06,0.001768,2.10E-09,1414,1.75E-13,391.5,,-0.01963,-54.92,-45.26,-6.592,-43.77,-31.69,-9.102,-45.88,-35.47,-13.17,-51.89,-46.5,-18.88,-60.73,-61.21,0,0,0,1,2
122,ECE740_tb_channel_CTLE_ML_1,1.27E-06,0.001868,2.81E-09,592.9,2.86E-13,1473,,-0.01975,-13.4,-21.32,-6.58,-13.82,-14.39,-9.069,-16.04,-16.25,-13.13,-19.65,-19.27,-18.82,-24.09,-21.98,0,0,0,1,2
123,ECE740_tb_channel_CTLE_ML_1,6.75E-06,0.0009578,2.93E-09,778.2,6.95E-13,294.8,,-0.01962,-6.984,-0.1104,-6.591,-12.37,-1.035,-9.103,-16.28,-7.127,-13.17,-23.53,-18.77,-18.88,-33.93,-34.46,0,0,0,1,2
124,ECE740_tb_channel_CTLE_ML_1,6.14E-06,0.001123,2.48E-11,1192,1.54E-13,950.6,,-0.01963,-37.43,-33.67,-6.588,-48.71,-37.18,-9.097,-52.28,-41.18,-13.17,-55.93,-49.48,-18.88,-61.12,-60.51,0,0,0,1,2
125,ECE740_tb_channel_CTLE_ML_1,8.50E-06,0.002161,2.57E-09,1123,9.14E-13,777.9,,-0.01958,-57.64,-52.04,-6.6,-57.74,-45.66,-9.11,-59.52,-52.2,-13.17,-63.05,-61.37,-18.87,-68.53,-72.73,0,0,0,1,2
126,ECE740_tb_channel_CTLE_ML_1,7.22E-06,0.002035,1.59E-09,155,1.99E-13,1057,,-0.01971,-13.1,-26.18,-6.573,-7.174,-7.815,-9.091,-5.858,-2.512,-13.18,-11.68,-9.753,-18.88,-21.21,-23.11,0,0,0,2,2
127,ECE740_tb_channel_CTLE_ML_1,5.43E-06,0.00144,1.06E-10,209.6,5.65E-13,318.8,,-0.01969,-3.546,-7.072,-6.58,-3.769,-0.9454,-9.09,-6.19,-3.159,-13.17,-12.38,-11.31,-18.88,-22.22,-25.32,0,0,0,2,2
128,ECE740_tb_channel_CTLE_ML_1,1.51E-06,0.001613,2.87E-09,1016,9.26E-13,322.2,,-0.01974,-28.69,-24.66,-6.58,-34.28,-27.38,-9.07,-36.71,-29.69,-13.13,-40.62,-33.47,-18.82,-45.85,-38.39,0,0,0,1,2
129,ECE740_tb_channel_CTLE_ML_1,5.11E-06,0.001264,2.85E-09,1128,5.21E-13,512.9,,-0.01965,-36.35,-29.65,-6.585,-44.01,-30.86,-9.09,-46.76,-34.78,-13.17,-51.33,-42.78,-18.88,-57.64,-54.11,0,0,0,1,2
130,ECE740_tb_channel_CTLE_ML_1,1.52E-06,0.001024,1.18E-09,175.4,8.32E-13,480.5,,-0.01975,-11.09,-22.22,-6.579,-12.97,-19.44,-9.068,-15.11,-21.24,-13.13,-18.27,-23.51,-18.81,-21.38,-24.16,0,0,0,2,2
131,ECE740_tb_channel_CTLE_ML_1,7.28E-06,0.0008133,1.05E-09,686.3,8.45E-13,667.8,,-0.01964,0.9677,3.154,-6.601,0.9544,11.38,-9.117,-4.391,3.265,-13.18,-12.97,-10.04,-18.88,-24.09,-26.81,0,0,0,2,2
132,ECE740_tb_channel_CTLE_ML_1,2.80E-06,0.001828,3.32E-10,349.2,7.58E-13,968.8,,-0.01973,-7.22,-13.48,-6.579,-4.446,-0.6885,-9.076,-6.934,-3.096,-13.14,-11.46,-7.921,-18.86,-18.64,-16.23,0,0,0,2,2
133,ECE740_tb_channel_CTLE_ML_1,4.13E-06,0.002055,1.70E-09,354.6,7.68E-13,565.6,,-0.01969,-5.948,-8.497,-6.582,-5.505,0.9706,-9.087,-8.153,-1.508,-13.16,-13.27,-7.162,-18.89,-21.49,-17.12,0,0,0,1,2
134,ECE740_tb_channel_CTLE_ML_1,3.10E-06,0.002119,2.65E-09,830.7,7.43E-13,410.2,,-0.0197,-35.72,-31.01,-6.581,-41.46,-31.23,-9.076,-43.87,-33.55,-13.14,-47.69,-37.89,-18.85,-52.78,-44.74,0,0,0,1,2
135,ECE740_tb_channel_CTLE_ML_1,8.72E-06,0.0008836,1.08E-09,213.8,7.44E-13,613.4,,-0.01968,-6.59,-13.19,-6.593,-2.816,0.9795,-9.111,-7.598,-5.998,-13.17,-15.83,-18.42,-18.87,-25.96,-33.06,0,0,0,2,2
136,ECE740_tb_channel_CTLE_ML_1,6.53E-06,0.000595,2.67E-09,835,3.81E-14,1197,,-0.01968,-1.122,-1.826,-6.579,-5.132,-3.184,-9.088,-5.199,0.07114,-13.18,-10.44,-5.409,-18.88,-20.93,-21.4,0,0,0,2,2
137,ECE740_tb_channel_CTLE_ML_1,9.18E-06,0.002324,5.74E-10,826.8,7.94E-13,14.4,,-0.01955,-44.88,-30.44,-6.602,-52.15,-41.85,-9.111,-55.6,-49.83,-13.17,-60.95,-60.72,-18.87,-67.93,-73.63,0,0,0,1,2
138,ECE740_tb_channel_CTLE_ML_1,2.02E-06,0.00199,9.88E-10,730.3,1.36E-13,1461,,-0.01973,-29.41,-33.63,-6.58,-31.94,-27.43,-9.071,-34.03,-27.92,-13.13,-38,-31.49,-18.83,-43.75,-37.68,0,0,0,1,2
139,ECE740_tb_channel_CTLE_ML_1,8.60E-06,0.001171,2.71E-09,802.3,8.84E-13,1347,,-0.01958,-24.69,-24.18,-6.598,-28.69,-17.39,-9.109,-33.52,-26.54,-13.17,-41.75,-40.2,-18.87,-52.51,-56.63,0,0,0,1,2
140,ECE740_tb_channel_CTLE_ML_1,8.24E-06,0.0007022,6.96E-11,795,1.15E-13,463.9,,-0.0196,3.229,8.052,-6.594,-2.133,4.918,-9.115,-6.074,0.2594,-13.18,-14.63,-13.25,-18.87,-26.09,-30.81,0,0,0,2,2
141,ECE740_tb_channel_CTLE_ML_1,8.90E-06,0.001766,1.06E-09,116.4,9.30E-13,285.8,,-0.01966,-6.563,-13.14,-6.591,-5.001,-3.447,-9.111,-9.092,-9.075,-13.17,-16.54,-19.88,-18.87,-25.61,-32.34,0,0,0,2,2
142,ECE740_tb_channel_CTLE_ML_1,3.30E-06,0.0009258,1.17E-10,937.5,5.88E-14,768.9,,-0.0197,-13.78,-11.42,-6.581,-19.61,-15.1,-9.076,-21.54,-14.49,-13.14,-25.78,-17.22,-18.86,-32.9,-26.46,0,0,0,1,2
143,ECE740_tb_channel_CTLE_ML_1,4.86E-06,0.002443,7.85E-10,692.4,4.95E-13,1493,,-0.01966,-41.02,-43.81,-6.585,-44.72,-33.36,-9.088,-47.33,-36.72,-13.16,-51.72,-44.04,-18.88,-57.86,-54.95,0,0,0,1,2
144,ECE740_tb_channel_CTLE_ML_1,9.28E-06,0.001927,1.51E-09,546.7,2.78E-13,915.7,,-0.01956,-28.35,-29.77,-6.602,-34.04,-23.89,-9.111,-39.07,-32.99,-13.17,-47.48,-47.41,-18.87,-58.09,-63.9,0,0,0,1,2
145,ECE740_tb_channel_CTLE_ML_1,1.89E-06,0.002416,1.25E-09,54.84,3.10E-14,1138,,-0.01975,-25.88,-51.88,-6.579,-30.17,-53.91,-9.066,-28.59,-48.29,-13.12,-26.11,-39.32,-18.81,-24.38,-30.3,0,0,0,2,2
146,ECE740_tb_channel_CTLE_ML_1,6.48E-06,0.001857,2.04E-09,935.4,5.64E-13,286.2,,-0.01962,-41.72,-33.14,-6.59,-52.5,-39.82,-9.1,-54.93,-44.66,-13.17,-58.09,-52.55,-18.88,-63.17,-63.23,0,0,0,1,2
147,ECE740_tb_channel_CTLE_ML_1,7.99E-06,0.0009804,1.38E-09,517.9,2.20E-13,1025,,-0.01966,-3.407,-6.39,-6.588,0.4219,8.722,-9.119,-4.12,2.802,-13.18,-13.22,-11.55,-18.87,-24.49,-28.57,0,0,0,2,2
148,ECE740_tb_channel_CTLE_ML_1,5.38E-06,0.002048,2.78E-09,914.1,5.33E-13,1184,,-0.01964,-45.13,-44.24,-6.586,-53.63,-40.66,-9.092,-54.76,-43.26,-13.17,-56.73,-48.95,-18.88,-60.92,-58.23,0,0,0,1,2
149,ECE740_tb_channel_CTLE_ML_1,4.47E-06,0.0006927,7.12E-10,457.4,9.87E-13,179.2,,-0.01968,3.305,6.643,-6.582,-0.2923,6.064,-9.087,-3.148,3.036,-13.16,-8.908,-4.113,-18.88,-17.93,-16.4,0,0,0,2,2
150,ECE740_tb_channel_CTLE_ML_1,7.29E-06,0.000915,1.11E-11,217.5,8.33E-13,938.5,,-0.0197,-8.854,-17.71,-6.588,-2.921,0.7453,-9.103,-7.067,-4.934,-13.17,-14.87,-16.48,-18.87,-25.73,-32.65,0,0,0,2,2
151,ECE740_tb_channel_CTLE_ML_1,9.02E-06,0.001604,2.24E-09,945.6,2.41E-13,164.3,,-0.01956,-40.26,-29.12,-6.601,-46.92,-36.87,-9.11,-50.75,-44.26,-13.17,-57.62,-56.68,-18.87,-65.91,-70.87,0,0,0,1,2
152,ECE740_tb_channel_CTLE_ML_1,9.90E-06,0.00146,1.54E-09,673.5,7.62E-13,613.8,,-0.01955,-25.43,-22.36,-6.604,-31.65,-21.66,-9.111,-37.23,-32.31,-13.17,-46,-46.85,-18.86,-56.9,-63.6,0,0,0,1,2
153,ECE740_tb_channel_CTLE_ML_1,6.24E-06,0.001973,1.86E-09,506.9,2.86E-13,1181,,-0.01963,-24.02,-28.07,-6.589,-25.3,-15.7,-9.099,-28.66,-19.28,-13.17,-35.28,-29.9,-18.88,-45.23,-45.03,0,0,0,1,2
154,ECE740_tb_channel_CTLE_ML_1,7.37E-06,0.001416,2.44E-09,395.5,5.75E-13,1091,,-0.01967,-5.747,-10.76,-6.595,0.2891,9.392,-9.118,-4.633,2.48,-13.18,-12.95,-10.04,-18.88,-23.45,-25.39,0,0,0,2,2
155,ECE740_tb_channel_CTLE_ML_1,2.68E-06,0.001474,1.66E-09,679.8,1.80E-13,109.5,,-0.01971,-13.63,-7.257,-6.581,-20.16,-13.56,-9.074,-22.62,-15.59,-13.14,-26.82,-19.28,-18.85,-33.32,-26.19,0,0,0,1,2
156,ECE740_tb_channel_CTLE_ML_1,5.46E-06,0.0006271,1.69E-09,799,1.37E-13,294,,-0.01964,5.389,11.47,-6.584,-0.09828,7.318,-9.097,-2.45,5.841,-13.18,-8.921,-2.63,-18.89,-19.14,-17.69,0,0,0,2,2
157,ECE740_tb_channel_CTLE_ML_1,6.96E-06,0.001544,8.19E-10,410,6.35E-13,807.2,,-0.01966,-4.928,-7.762,-6.594,-2.202,6.88,-9.113,-6.847,0.2733,-13.18,-15.05,-12.26,-18.88,-25.97,-28.58,0,0,0,1,2
158,ECE740_tb_channel_CTLE_ML_1,1.31E-06,0.001329,2.23E-10,1463,6.50E-13,920,,-0.01974,-36.24,-33.21,-6.58,-41.17,-32.64,-9.069,-43.5,-34.97,-13.13,-47.01,-38.74,-18.82,-51.1,-43.74,0,0,0,1,2
159,ECE740_tb_channel_CTLE_ML_1,1.41E-06,0.002066,1.10E-09,767,2.70E-13,1267,,-0.01974,-26.95,-31.24,-6.58,-29.28,-26.23,-9.07,-31.64,-28.26,-13.13,-35.63,-32.2,-18.82,-41.2,-37.88,0,0,0,1,2
160,ECE740_tb_channel_CTLE_ML_1,1.08E-06,0.002198,2.16E-09,371,2.85E-14,1331,,-0.01976,-17.32,-37.75,-6.581,-22.42,-42.03,-9.071,-23,-41.64,-13.13,-24.87,-42.19,-18.82,-27.57,-42.22,0,0,0,2,2
161,ECE740_tb_channel_CTLE_ML_1,6.65E-06,0.001752,2.62E-09,105.8,4.30E-13,831.5,,-0.01971,-14.56,-29.12,-6.574,-6.47,-6.454,-9.089,-5.667,-2.363,-13.18,-8.768,-4.119,-18.89,-17.91,-16.7,0,0,0,2,2
162,ECE740_tb_channel_CTLE_ML_1,2.65E-06,0.001593,2.48E-09,98.14,1.27E-13,843,,-0.01975,-16.98,-33.98,-6.577,-16.48,-26.45,-9.065,-13.98,-18.99,-13.12,-12.11,-11.29,-18.82,-9.862,-2.1,0,0,0,2,2
163,ECE740_tb_channel_CTLE_ML_1,7.61E-06,0.001627,9.59E-10,322.3,4.36E-14,841.2,,-0.01967,-5.84,-11.23,-6.581,-10.54,-13.99,-9.086,-10.33,-10.66,-13.18,-14.11,-12.93,-18.88,-24.45,-28.15,0,0,0,2,2
164,ECE740_tb_channel_CTLE_ML_1,3.71E-06,0.001597,6.87E-10,1253,8.05E-13,884.2,,-0.01968,-44.57,-39.84,-6.582,-51.09,-38.05,-9.08,-52.52,-40.04,-13.15,-54.25,-43.73,-18.87,-57.16,-50.59,0,0,0,1,2
165,ECE740_tb_channel_CTLE_ML_1,1.24E-06,0.001334,7.06E-10,658.4,1.83E-13,1111,,-0.01975,-8.534,-13.55,-6.579,-9.91,-8.856,-9.069,-11.92,-10.22,-13.13,-15.87,-14.03,-18.82,-21.66,-19.97,0,0,0,1,2
166,ECE740_tb_channel_CTLE_ML_1,5.14E-06,0.001329,2.28E-09,40.95,2.53E-13,611.4,,-0.01973,-21.24,-42.49,-6.575,-15.92,-25.32,-9.068,-11.3,-13.66,-13.15,-8.269,-3.778,-18.9,-13.63,-7.725,0,0,0,2,2
167,ECE740_tb_channel_CTLE_ML_1,7.91E-06,0.00211,1.91E-09,511.8,6.08E-13,1304,,-0.01959,-28.86,-32.62,-6.596,-30.73,-19.76,-9.108,-35.17,-27.71,-13.17,-43.02,-40.77,-18.87,-53.56,-56.8,0,0,0,1,2
168,ECE740_tb_channel_CTLE_ML_1,3.79E-06,0.002263,2.55E-09,1013,5.23E-13,342.5,,-0.01969,-44.66,-37.39,-6.582,-53.84,-41.95,-9.081,-54.78,-42.93,-13.15,-55.57,-45.35,-18.87,-57.98,-51.38,0,0,0,1,2
169,ECE740_tb_channel_CTLE_ML_1,5.91E-06,0.001702,1.85E-09,1205,8.29E-13,711.9,,-0.01963,-48.58,-42.52,-6.588,-58.5,-44.73,-9.097,-57.56,-46.28,-13.17,-58.54,-51.74,-18.88,-62.67,-61.4,0,0,0,1,2
170,ECE740_tb_channel_CTLE_ML_1,3.73E-06,0.001204,1.16E-09,492.4,6.96E-14,973.7,,-0.01972,-4.812,-8.609,-6.577,-7.336,-6.997,-9.069,-6.434,-2.38,-13.15,-9.198,-2.783,-18.88,-17.23,-12.33,0,0,0,2,2
171,ECE740_tb_channel_CTLE_ML_1,6.51E-06,0.002104,2.99E-09,895.2,6.98E-13,111.7,,-0.01962,-42.73,-31.36,-6.59,-51.63,-39.34,-9.101,-54.68,-44.59,-13.17,-58.25,-52.75,-18.88,-63.46,-63.43,0,0,0,1,2
172,ECE740_tb_channel_CTLE_ML_1,3.70E-06,0.001668,1.13E-09,1328,2.55E-15,1437,,-0.01969,-48.38,-46.9,-6.583,-35.02,-33.59,-9.081,-32.04,-30.73,-13.15,-31.69,-30.83,-18.86,-35.08,-35.58,0,0,0,1,2
173,ECE740_tb_channel_CTLE_ML_1,1.19E-06,0.001462,2.09E-09,1429,6.68E-13,644.4,,-0.01975,-36.4,-32.85,-6.58,-41.76,-34.15,-9.069,-44.06,-36.4,-13.13,-47.48,-39.91,-18.82,-51.34,-44.17,0,0,0,1,2
174,ECE740_tb_channel_CTLE_ML_1,6.65E-06,0.0006277,1.99E-09,62.55,4.78E-13,628.6,,-0.01971,-18.03,-36.08,-6.578,-13.34,-20.18,-9.083,-12.52,-16.1,-13.17,-13.22,-13.39,-18.89,-19.18,-19.16,0,0,0,2,2
175,ECE740_tb_channel_CTLE_ML_1,3.28E-06,0.001205,1.21E-10,681.5,1.57E-13,533.9,,-0.0197,-8.91,-6.959,-6.58,-13.31,-7.311,-9.077,-15.22,-7.305,-13.15,-19.7,-11.76,-18.86,-27.2,-21.68,0,0,0,1,2
176,ECE740_tb_channel_CTLE_ML_1,8.06E-06,0.001001,7.79E-10,291.4,5.41E-13,382.6,,-0.01966,-1.488,-2.96,-6.591,-1.038,4.662,-9.112,-5.546,-1.655,-13.18,-14.05,-14.63,-18.87,-24.94,-30.82,0,0,0,2,2
177,ECE740_tb_channel_CTLE_ML_1,7.21E-06,0.001398,2.39E-09,1407,1.83E-13,1154,,-0.0196,-49.82,-45.88,-6.593,-43.04,-29.83,-9.105,-46.53,-36.37,-13.17,-53.22,-48.68,-18.88,-62.04,-63.47,0,0,0,1,2
178,ECE740_tb_channel_CTLE_ML_1,3.99E-06,0.002285,1.75E-09,472.6,7.66E-13,482.4,,-0.01968,-19.66,-19.21,-6.582,-23.03,-14.81,-9.082,-25.71,-17.44,-13.15,-30.62,-23.24,-18.87,-38.52,-33.52,0,0,0,1,2
179,ECE740_tb_channel_CTLE_ML_1,7.87E-06,0.001032,1.21E-10,1129,4.29E-13,600.2,,-0.01959,-33.43,-27.11,-6.596,-42.52,-30.1,-9.107,-46.72,-38.28,-13.17,-53.64,-50.71,-18.87,-61.98,-65.03,0,0,0,1,2
180,ECE740_tb_channel_CTLE_ML_1,1.70E-06,0.002343,1.45E-09,980.9,1.44E-13,1072,,-0.01973,-39.92,-40.48,-6.58,-46.57,-40.79,-9.07,-48.64,-41.58,-13.13,-51.24,-43.86,-18.82,-53.79,-46.76,0,0,0,1,2
181,ECE740_tb_channel_CTLE_ML_1,4.94E-06,0.001287,2.87E-09,554,4.42E-13,256.9,,-0.01965,-2.2,2.452,-6.584,-6.485,2.275,-9.093,-9.244,-0.01164,-13.17,-15.16,-7.575,-18.89,-24.38,-20.48,0,0,0,1,2
182,ECE740_tb_channel_CTLE_ML_1,7.59E-06,0.0009586,5.71E-11,1175,8.82E-13,936.8,,-0.0196,-32.84,-28.03,-6.594,-38.93,-26.33,-9.106,-43.06,-34.34,-13.17,-50.28,-46.86,-18.87,-59.51,-62,0,0,0,1,2
183,ECE740_tb_channel_CTLE_ML_1,3.88E-06,0.002378,1.61E-09,1120,9.39E-13,1451,,-0.0197,-56.9,-54.53,-6.583,-57.03,-44.2,-9.082,-56.58,-44.42,-13.15,-56.59,-46.52,-18.87,-58.81,-52.79,0,0,0,1,2
184,ECE740_tb_channel_CTLE_ML_1,2.52E-06,0.001637,2.24E-09,1400,2.66E-14,544.1,,-0.01972,-44.26,-37.8,-6.581,-44.06,-37.36,-9.074,-42.06,-34.77,-13.14,-42.7,-34.18,-18.84,-47.03,-38.32,0,0,0,1,2
185,ECE740_tb_channel_CTLE_ML_1,4.57E-06,0.001276,8.62E-10,110.4,1.29E-13,1435,,-0.01973,-18.77,-37.55,-6.575,-14.48,-22.43,-9.066,-12.79,-16.62,-13.14,-14.36,-15.7,-18.87,-19.4,-19.9,0,0,0,2,2
186,ECE740_tb_channel_CTLE_ML_1,3.24E-06,0.0007646,1.79E-09,1353,3.74E-13,375.7,,-0.0197,-22.32,-14.32,-6.581,-28.38,-16.72,-9.077,-30.95,-19.06,-13.14,-35.44,-24.63,-18.86,-42.33,-34.53,0,0,0,1,2
187,ECE740_tb_channel_CTLE_ML_1,5.60E-06,0.001226,1.47E-09,1127,1.52E-14,959,,-0.01964,-37.36,-34.15,-6.587,-35.22,-31.77,-9.094,-33.83,-29.86,-13.17,-36.34,-32.03,-18.88,-43.23,-42.01,0,0,0,1,2
188,ECE740_tb_channel_CTLE_ML_1,7.16E-06,0.001995,2.63E-11,1177,7.01E-13,1236,,-0.01961,-56.35,-53.17,-6.593,-57.26,-44,-9.105,-58.13,-48.74,-13.17,-60.76,-56.69,-18.88,-65.81,-67.63,0,0,0,1,2
189,ECE740_tb_channel_CTLE_ML_1,1.23E-06,0.001358,2.76E-09,809.7,1.15E-13,766.8,,-0.01974,-13.74,-15.53,-6.58,-18.1,-16.57,-9.069,-19.84,-16.95,-13.13,-23.52,-19.84,-18.82,-28.81,-24.11,0,0,0,1,2
