fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,Stage 1 Region,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of neg2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_maxHeight Vout_1 7G,eye_maxWidth Vout_1 7G,eye_maxHeight Vout_2 7G,eye_maxWidth Vout_2 7G,eye_maxWidth Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G
6.64E-06,0.002019,5.62E-10,669.6,6.41E-13,1125,-0.01961,-6.591,-9.101,-13.17,-18.88,0,-35.79,-36.62,0,-39.85,-27.94,-43.46,-34.17,-50.01,-45.46,-58.88,-59.99,0.1584,1.01E-10,0.02498,7.70E-11,5.82E-12,3.13E-11,0.001983,0.06,0,0,0,0,0,0,0,0
2.49E-06,0.002051,1.72E-09,983.6,1.45E-13,906.3,-0.01971,-6.581,-9.073,-13.14,-18.84,0,-40.05,-38.62,0,-48.89,-41.23,-51.25,-41.84,-53.14,-43.46,-55.1,-46.67,0.2237,1.39E-10,0.007467,1.40E-10,6.78E-11,6.74E-11,0.007415,0.2193,3.18E-11,3.13E-11,0.1634,0.006048,0.001615,9.18E-12,0.03232,8.69E-12
5.85E-06,0.001034,1.99E-09,1399,1.04E-13,1055,-0.01963,-6.588,-9.095,-13.17,-18.88,0,-40.58,-36.36,0,-42.78,-31.97,-45.35,-33.67,-50.6,-43.14,-58.28,-56.61,0.3397,1.37E-10,0.002795,1.19E-10,0,6.35E-11,0,0.3154,0,2.46E-11,0.2637,0,0,0,0,0
5.15E-06,0.001192,1.25E-09,1063,6.52E-13,552.5,-0.01965,-6.585,-9.09,-13.17,-18.88,0,-32.4,-26.41,0,-38.55,-25.64,-41.5,-29.93,-46.84,-38.75,-54.7,-51.71,0.5586,1.32E-10,0.03016,1.27E-10,5.71E-11,6.06E-11,0.02551,0.5097,0,1.69E-11,0.103,0,0,0,0,0
3.17E-06,0.002044,2.85E-09,130.8,4.33E-13,1265,-0.01974,-6.577,-9.069,-13.13,-18.87,1,-16.39,-32.78,0,-9.142,-11.75,-9.162,-9.339,-8.845,-4.819,-9.98,-0.8175,0.1913,1.25E-10,0.01822,1.30E-10,5.87E-11,5.69E-11,0.02179,0.186,2.47E-11,2.07E-11,0.09613,0.03836,0.08942,9.81E-12,0,0
8.01E-06,0.0009021,2.61E-09,594.4,8.55E-13,1028,-0.01965,-6.605,-9.12,-13.18,-18.87,1,-1.611,-2.516,0,1.154,11.18,-4.659,2.147,-13.47,-11.53,-24.37,-27.76,0.4264,9.30E-11,0.2475,5.78E-11,0,2.17E-11,0,0.1216,9.37E-13,0,0,0.01389,0,0,0,0
1.93E-06,0.001664,9.09E-11,1074,6.70E-13,312.8,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-33.66,-27.93,0,-39.69,-30.82,-42.07,-33.09,-45.8,-37.12,-50.49,-42.98,0.3953,1.32E-10,0.02439,1.36E-10,6.00E-11,5.50E-11,0.01723,0.257,1.76E-11,1.31E-11,0.06687,0.005832,0,0,0,0
3.31E-06,0.002204,1.01E-09,943.8,8.99E-13,801,-0.01969,-6.581,-9.077,-13.15,-18.86,0,-42.39,-39.34,0,-47.62,-36.27,-49.64,-38.55,-52.4,-42.5,-55.9,-48.97,0.1795,1.18E-10,0.005376,1.10E-10,3.97E-11,4.50E-11,0.003129,0.1066,8.47E-12,0,0,0.0003568,0,0,0,0
7.41E-06,0.001509,9.62E-10,276.5,4.60E-13,834.9,-0.01969,-6.586,-9.113,-13.18,-18.88,1,-6.531,-12.95,0,-0.498,5.945,-4.614,0.6047,-12.94,-11.89,-23.63,-27.64,0.3555,1.24E-10,0.1282,1.12E-10,0,5.42E-11,0,0.29,0,0,0,0,0,0,0,0
3.49E-06,0.002082,6.54E-10,708.1,3.15E-13,1295,-0.01969,-6.582,-9.078,-13.15,-18.86,0,-34.08,-36.6,0,-36.98,-27.67,-39.49,-29.7,-43.86,-35.08,-50.36,-44.55,0.1745,1.28E-10,0.02615,1.22E-10,4.43E-11,5.77E-11,0.02748,0.1724,9.87E-12,1.99E-11,0.07307,0.005371,0,0,0,0
2.71E-06,0.001575,6.08E-10,416.6,7.10E-14,1460,-0.01973,-6.577,-9.066,-13.13,-18.85,1,-9.445,-17.7,0,-9.711,-11.49,-8.777,-6.811,-11.27,-7.177,-17.83,-13.89,0.2067,1.38E-10,0.08534,1.40E-10,6.82E-11,6.68E-11,0.07019,0.1948,2.53E-11,2.92E-11,0.1994,0.05745,0.02765,3.39E-12,0.06164,1.01E-11
4.53E-06,0.002149,6.17E-10,1489,7.75E-13,924.3,-0.01982,-6.591,-9.09,-13.16,-18.88,0,-40.46,-34.71,0,-64.85,-51.02,-60.27,-47.8,-58.9,-49.73,-61.26,-57.1,0.1562,1.13E-10,0.0002615,1.17E-10,4.47E-11,4.05E-11,0.0001552,0.08267,0,0,0,0,0,0,0,0
5.96E-06,0.001083,1.79E-09,1354,7.15E-13,1381,-0.01963,-6.588,-9.097,-13.17,-18.88,0,-41.73,-38.15,0,-48.61,-34.7,-51.11,-39.72,-55.16,-48.26,-60.82,-59.5,0.3231,1.03E-10,0.004013,9.70E-11,3.28E-11,3.86E-11,0.003094,0.3018,0,0,0,0,0,0,0.006055,7.77E-13
1.43E-06,0.0007304,2.28E-09,324.6,3.73E-13,339.6,-0.01975,-6.579,-9.068,-13.13,-18.81,1,-5.322,-10.66,0,-9.007,-11.49,-10.74,-12.48,-13.63,-14.24,-16.22,-14.07,0.3281,1.29E-10,0.2474,1.41E-10,7.02E-11,5.44E-11,0.2398,0.2312,3.43E-11,1.82E-11,0.112,0.1966,0.165,1.49E-11,0,0
1.56E-06,0.001092,1.92E-09,849.7,5.44E-13,490.7,-0.01974,-6.58,-9.07,-13.13,-18.82,0,-9.515,-7.811,0,-13.74,-7.834,-16.16,-10.04,-20.22,-14.02,-26.02,-19.74,0.4042,1.36E-10,0.2931,1.35E-10,6.35E-11,6.04E-11,0.2726,0.2999,2.62E-11,2.08E-11,0.1314,0.166,0,0,0,0
1.15E-06,0.001142,1.84E-09,764.2,3.95E-13,1130,-0.01975,-6.58,-9.069,-13.13,-18.82,0,-7.947,-11.77,0,-9.343,-6.79,-11.71,-8.977,-15.65,-12.78,-21.04,-17.82,0.249,1.30E-10,0.1359,1.22E-10,5.21E-11,5.54E-11,0.1497,0.1843,1.86E-11,1.89E-11,0.08131,0.08808,0,0,0,0
9.62E-06,0.001269,3.09E-10,597.7,4.88E-13,1151,-0.01958,-6.603,-9.112,-13.17,-18.86,0,-13.52,-15.53,0,-15.51,-5.601,-21.07,-16.06,-29.95,-30.79,-41.25,-48.13,0.336,1.04E-10,0.1693,7.20E-11,0,2.69E-11,0,0.1116,0,0,0,0,0,0,0,0
1.21E-06,0.002014,1.30E-09,825.8,8.67E-13,1087,-0.01974,-6.58,-9.069,-13.13,-18.82,0,-25.35,-28.48,0,-28.76,-26.64,-31.22,-29.08,-35.22,-33.08,-40.7,-38.58,0.07787,1.11E-10,0.03491,1.10E-10,4.27E-11,3.48E-11,0.02376,0.03646,0,0,0,0,0,0,0,0
1.52E-06,0.0006082,1.73E-09,379.5,2.39E-14,1194,-0.01976,-6.579,-9.066,-13.12,-18.8,1,-9.133,-18.27,0,-14.61,-22.68,-15.05,-21.12,-15.76,-18.61,-17.5,-16.83,0.1324,1.32E-10,0.06029,1.39E-10,6.82E-11,6.00E-11,0.04487,0.07607,3.34E-11,2.77E-11,0.0603,0.03865,0.04761,1.60E-11,0.05397,1.24E-11
1.90E-06,0.001067,2.93E-09,1048,1.21E-13,821.1,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-20.84,-19.07,0,-25.73,-19.45,-27.81,-19.77,-31.79,-23.02,-37.66,-28.8,0.2829,1.39E-10,0.05963,1.41E-10,6.87E-11,6.81E-11,0.05699,0.2783,3.28E-11,3.31E-11,0.2491,0.05829,0.03872,1.48E-11,0.163,1.44E-11
5.17E-06,0.001362,2.22E-10,531.1,4.04E-14,1394,-0.01968,-6.58,-9.082,-13.16,-18.88,0,-10.25,-15.48,0,-14.01,-15.74,-13.97,-11.52,-18.05,-12.61,-27.15,-25.53,0.1957,1.32E-10,0.1184,1.38E-10,6.50E-11,6.02E-11,0.09982,0.1647,2.13E-11,2.62E-11,0.1626,0.04717,0,0,0.01652,6.29E-12
2.80E-06,0.001612,4.44E-10,860.3,5.96E-13,857.4,-0.01971,-6.581,-9.075,-13.14,-18.85,0,-29.94,-28.63,0,-33.84,-24.08,-36.35,-26.57,-40.58,-31.45,-46.77,-39.68,0.3456,1.28E-10,0.04143,1.21E-10,5.32E-11,5.62E-11,0.04529,0.311,1.56E-11,1.77E-11,0.1112,0.01705,0,0,0,0
1.83E-06,0.0009333,1.13E-09,638.8,6.94E-13,650.9,-0.01974,-6.579,-9.071,-13.13,-18.83,1,-1.87,-2.755,0,-2.969,2.04,-5.376,-0.2617,-9.513,-4.453,-15.58,-10.82,0.4112,1.29E-10,0.3503,1.21E-10,5.22E-11,5.49E-11,0.3789,0.2939,1.71E-11,1.62E-11,0.09937,0.1866,0,0,0,0
5.54E-06,0.002108,1.80E-09,855.1,6.25E-13,21.9,-0.01964,-6.587,-9.094,-13.17,-18.88,0,-39.53,-26.81,0,-46.24,-34.19,-49.07,-38.57,-53.76,-46.77,-60.07,-58.15,0.1388,1.01E-10,0.005745,9.84E-11,2.41E-12,1.39E-11,0.0001483,0.01875,0,0,0,0,0,0,0,0
7.78E-06,0.001965,4.47E-10,822.9,1.76E-14,463.5,-0.01959,-6.596,-9.107,-13.17,-18.87,0,-41.09,-35.42,0,-37.82,-32.73,-37.1,-33.4,-40.12,-39.64,-47.04,-51.52,0.0828,9.37E-11,0.003191,8.75E-11,0,3.01E-12,0,0.002272,0,0,0,0,0,0,0,0
7.52E-06,0.001251,2.85E-10,544.2,4.71E-13,1205,-0.01964,-6.596,-9.112,-13.18,-18.87,0,-7.792,-11.04,0,-5.952,4.278,-10.72,-3.335,-19.03,-16.7,-30.13,-33.64,0.3305,1.13E-10,0.1352,8.62E-12,1.32E-12,4.26E-11,0.02114,0.2659,0,0,0,0,0,0,0.004825,5.11E-13
6.70E-06,0.001187,1.53E-09,85.49,9.19E-13,843.9,-0.01971,-6.581,-9.09,-13.17,-18.89,1,-15.98,-31.96,0,-8.736,-10.98,-10.22,-11.47,-13.38,-13.64,-20.07,-21.12,0.4487,1.08E-10,0.03927,9.40E-11,2.21E-11,3.74E-11,0.04883,0.2908,0,0,0,0,0,0,0,0
7.87E-06,0.001412,1.67E-09,1295,7.97E-13,1303,-0.01958,-6.596,-9.108,-13.17,-18.87,0,-50.44,-46.45,0,-60.04,-47.09,-59.3,-50.71,-61.49,-58.41,-66.51,-69.33,0.292,9.48E-11,0.001891,1.01E-10,1.62E-11,2.35E-11,0.0003587,0.1196,0,0,0,0,0,0,0,0
7.84E-06,0.0007148,2.00E-09,657.2,9.69E-13,678.9,-0.01964,-6.605,-9.119,-13.18,-18.87,1,1.552,3.424,1,2.002,11.83,-3.759,3.001,-12.55,-10.62,-23.57,-27.14,0.5703,1.04E-10,0.506,7.25E-11,5.81E-12,2.67E-11,0.04667,0.1892,0,0,0,0,0,0,0,0
1.50E-06,0.001772,5.20E-10,1428,4.34E-13,723.1,-0.01974,-6.58,-9.07,-13.13,-18.82,0,-42.62,-38.6,0,-48.51,-39.37,-50.33,-41.06,-52.47,-43.44,-54.5,-46.42,0.2916,1.35E-10,0.004745,1.35E-10,6.02E-11,6.05E-11,0.003822,0.2177,2.00E-11,1.90E-11,0.08042,0.001946,0,0,0,0
7.05E-06,0.00247,1.01E-09,1029,8.33E-13,969.9,-0.01962,-6.593,-9.104,-13.17,-18.88,0,-61.14,-57.51,0,-59.48,-46.49,-59.16,-49.84,-61.11,-57.01,-65.91,-67.63,0.04441,9.84E-11,0.0002307,1.00E-10,2.06E-11,2.09E-11,4.07E-05,0.01083,0,8.74E-13,0.000494,0,0,0,0,0
6.06E-06,0.002216,1.54E-09,99.85,9.58E-13,838.1,-0.01972,-6.58,-9.09,-13.17,-18.89,1,-14.39,-28.78,0,-6.594,-6.675,-8.234,-7.435,-11.67,-10.09,-18.65,-18.08,0.1013,1.03E-10,0.01732,1.02E-10,2.32E-11,2.82E-11,0.02501,0.03498,0,0,0,0,0,0,0,0
6.24E-06,0.002204,1.63E-09,940.6,6.69E-13,1116,-0.01962,-6.589,-9.099,-13.17,-18.88,0,-49.17,-47.32,0,-59.07,-45.89,-58.02,-47.5,-59.17,-53.32,-63.49,-63.22,0.1003,9.95E-11,0.001367,8.90E-11,0,2.86E-11,0,0.0346,0,0,0,0,0,0,0,0
1.80E-06,0.001525,9.87E-10,1258,6.49E-13,1166,-0.01973,-6.58,-9.071,-13.13,-18.82,0,-38,-36.05,0,-42.4,-32.8,-44.69,-35.08,-48.1,-38.76,-52.02,-43.68,0.2861,1.20E-10,0.007086,1.13E-10,4.56E-11,4.79E-11,0.006711,0.2077,1.38E-11,0,0,0.002873,0,0,0,0
4.59E-06,0.0006682,2.41E-09,1256,3.59E-13,529.3,-0.01967,-6.583,-9.085,-13.16,-18.88,0,-14.85,-8.172,0,-20.18,-8.014,-23.03,-11.28,-28.37,-19.22,-36.93,-32.37,0.6115,1.41E-10,0.1171,1.38E-10,6.33E-11,6.98E-11,0.1175,0.5939,2.51E-11,3.07E-11,0.3283,0.03408,0,0,0,0
8.77E-06,0.002442,1.85E-09,854.7,1.19E-13,887.4,-0.01956,-6.6,-9.11,-13.17,-18.87,0,-49.66,-47.53,0,-39.09,-29.94,-42.8,-35.39,-50.51,-49.21,-60.92,-65.76,0.02743,1.30E-10,0,0,0,4.93E-11,0,0.01283,0,0,0,0,0,0,0,0
6.60E-06,0.002067,2.54E-09,546,9.05E-13,993.3,-0.01962,-6.59,-9.101,-13.17,-18.88,0,-27.96,-29.16,0,-30.68,-19.5,-34.39,-25.4,-41.31,-36.5,-51.28,-51.51,0.1321,9.80E-11,0.07911,5.86E-11,3.88E-12,2.29E-11,0.008993,0.03753,0,0,0,0,0,0,0,0
7.88E-06,0.001726,1.04E-09,904.4,3.99E-13,1385,-0.01958,-6.596,-9.108,-13.17,-18.87,0,-43.95,-44.1,0,-57.36,-44.73,-58.12,-49.68,-60.78,-57.96,-65.92,-69.04,0.2013,1.10E-10,0.004455,9.95E-11,2.40E-11,4.22E-11,0.0008469,0.1445,8.73E-13,0,0,5.65E-05,0,0,0,0
2.04E-06,0.002041,1.60E-09,565,2.75E-13,835.8,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-18.38,-21.49,0,-20.76,-16.78,-22.99,-18.28,-27.03,-22.03,-32.93,-27.61,0.2768,1.41E-10,0.1723,1.37E-10,6.13E-11,6.89E-11,0.1738,0.2588,2.50E-11,2.91E-11,0.1571,0.1568,0.0271,4.43E-12,0.002876,3.84E-13
6.06E-06,0.0009155,8.51E-10,734,2.78E-13,851.3,-0.01965,-6.587,-9.103,-13.18,-18.88,0,-4.413,-3.661,0,-5.31,4.916,-8.916,0.5606,-16.1,-10.61,-26.58,-26.56,0.471,1.36E-10,0.3246,1.28E-10,4.48E-11,5.96E-11,0.3266,0.4777,0,1.77E-11,0.1116,0,0,0,0,0
5.53E-06,0.001771,2.59E-09,137.4,7.49E-13,656.8,-0.01971,-6.578,-9.085,-13.17,-18.9,1,-10.77,-21.54,0,-4.942,-3.375,-5.73,-2.444,-8.164,-2.942,-15.88,-12.24,0.3325,1.25E-10,0.08238,1.23E-10,4.67E-11,5.14E-11,0.08725,0.2463,1.40E-11,0,0,0.1023,0,0,0,0
5.68E-06,0.001622,2.92E-09,142,8.04E-13,117.5,-0.01968,-6.579,-9.086,-13.18,-18.9,1,-2.388,-4.792,0,-5.278,-4.045,-5.462,-1.917,-7.727,-2.007,-15.93,-12.4,0.4349,1.16E-10,0.4736,1.35E-10,6.33E-11,3.48E-11,0.4627,0.2,2.74E-11,0,0,0.2201,0,0,0,0
4.03E-06,0.001167,2.49E-09,235.5,7.47E-13,476.3,-0.01972,-6.578,-9.077,-13.15,-18.89,1,-5.346,-10.69,0,-3.872,-1.21,-5.526,-2.017,-8.247,-3.285,-13.7,-7.636,0.5977,1.36E-10,0.312,1.30E-10,5.69E-11,6.16E-11,0.3228,0.532,2.35E-11,2.12E-11,0.2148,0.3774,0.009118,3.40E-12,0,0
2.00E-06,0.000704,4.14E-10,134.2,3.08E-13,1450,-0.01975,-6.579,-9.068,-13.13,-18.82,1,-18.19,-36.39,0,-14.1,-21.71,-16.05,-23.13,-19.79,-26.58,-24.8,-30.99,0.2761,1.28E-10,0.02699,1.28E-10,4.91E-11,5.72E-11,0.02934,0.2872,1.32E-11,2.11E-11,0.1513,0.03262,0,0,0,0
7.72E-06,0.001692,2.65E-09,685.3,2.20E-13,1166,-0.01959,-6.595,-9.106,-13.17,-18.87,0,-32.41,-33.9,0,-39.24,-28.19,-43.37,-34.45,-50.58,-47.28,-59.84,-62.27,0.2372,1.32E-10,0.05109,1.23E-10,3.75E-11,5.67E-11,0.04796,0.2394,0,1.15E-11,0.01064,0,0,0,0,0
1.53E-06,0.0009804,2.27E-10,929,2.90E-13,1180,-0.01974,-6.58,-9.07,-13.13,-18.82,0,-11.61,-13.06,0,-13.67,-7.51,-16.06,-9.582,-20.19,-13.83,-26.27,-20.61,0.295,1.32E-10,0.1213,1.28E-10,5.26E-11,6.27E-11,0.126,0.2787,1.87E-11,2.39E-11,0.1478,0.07262,0,0,0,0
9.10E-06,0.001718,2.05E-09,175.1,7.68E-13,549.9,-0.01967,-6.595,-9.117,-13.18,-18.87,1,-7.066,-14.11,0,-1.847,3.008,-6.557,-3.742,-14.4,-15.32,-24.13,-29.13,0.3411,1.19E-10,0.1411,9.70E-11,0,3.24E-11,0,0.08398,0,0,0,0,0,0,0,0
8.32E-06,0.0007479,2.21E-09,690.8,8.39E-13,1201,-0.01965,-6.608,-9.12,-13.18,-18.87,1,-1.085,-1.625,1,1.479,11.57,-4.654,1.818,-13.69,-12.35,-24.81,-29.06,0.3812,8.40E-11,0.2032,4.56E-11,4.30E-12,1.74E-11,0.03382,0.05213,0,0,0,0,0,0,0,0
1.24E-06,0.001373,6.56E-11,1410,3.80E-13,165.3,-0.01974,-6.58,-9.069,-13.13,-18.82,0,-33.67,-27.12,0,-40.31,-32.99,-42.72,-35.1,-46.33,-38.81,-50.59,-43.89,0.2131,1.14E-10,0.008054,1.14E-10,3.65E-11,3.61E-11,0.003878,0.0988,0,0,0,0,0,0,0,0
3.61E-06,0.001415,2.51E-09,1206,3.91E-13,639.9,-0.01969,-6.582,-9.079,-13.15,-18.86,0,-39.42,-33.89,0,-47.41,-35.08,-49.52,-37.15,-52.28,-41.41,-55.92,-48.55,0.4535,1.41E-10,0.009898,1.40E-10,6.90E-11,6.93E-11,0.01015,0.461,2.93E-11,2.98E-11,0.3063,0.00651,0,0,0,0
8.11E-06,0.002494,2.70E-10,411.6,6.53E-13,1181,-0.01959,-6.597,-9.109,-13.17,-18.87,0,-25.97,-30.79,0,-27.03,-17.09,-31.63,-25.26,-39.71,-38.69,-50.58,-55.42,0.03408,9.23E-11,0.01737,6.47E-11,0,1.81E-11,0,0.00354,0,0,0,0,0,0,0,0
3.02E-06,0.002043,1.52E-09,942.1,1.10E-14,1019,-0.0197,-6.581,-9.076,-13.14,-18.85,0,-40.6,-39.83,0,-39.62,-38.66,-37.19,-35.71,-37.09,-34.08,-41.09,-35.96,0.09284,1.06E-10,0.003029,1.01E-10,0,0,0,0,0,0,0,0,0,0,0,0
4.00E-06,0.001329,4.58E-10,289.4,8.09E-13,370.8,-0.01971,-6.58,-9.081,-13.16,-18.88,1,-2.458,-4.818,0,-2.581,1.547,-5.086,-0.8719,-10.18,-6.781,-18.46,-17.41,0.6177,1.36E-10,0.4657,1.29E-10,5.58E-11,6.15E-11,0.4779,0.4943,1.71E-11,1.50E-11,0.09048,0.1553,0,0,0,0
3.44E-06,0.002122,1.85E-09,1393,7.69E-13,1256,-0.01975,-6.584,-9.08,-13.15,-18.86,0,-52.35,-48.57,0,-61.15,-47.97,-58.33,-45.62,-57.09,-46.09,-58.46,-51.11,0.17,1.11E-10,0.0008055,1.08E-10,4.00E-11,4.10E-11,0.0005828,0.1054,8.87E-12,0,0,0.0001665,0,0,0,0
4.67E-06,0.001442,1.60E-09,1172,6.21E-13,125.7,-0.01966,-6.584,-9.087,-13.16,-18.88,0,-39.43,-27.93,0,-47.54,-34.77,-50.32,-38.23,-53.7,-44.53,-58.37,-54.01,0.4969,1.16E-10,0.01026,1.12E-10,2.91E-11,3.76E-11,0.003782,0.2654,0,0,0,0,0,0,0,0
6.68E-06,0.002025,1.58E-10,11.28,3.79E-13,880.4,-0.01972,-6.577,-9.082,-13.16,-18.87,1,-34.24,-68.49,0,-26.76,-47.01,-26.85,-44.75,-30.1,-47.27,-35.64,-52.68,0.191,1.22E-10,0.003492,1.30E-10,4.52E-11,5.27E-11,0.003542,0.1154,0,0,0,0,0,0,0,0
4.01E-06,0.0006047,9.72E-10,105.8,2.36E-13,926.2,-0.01974,-6.577,-9.07,-13.14,-18.85,1,-16.68,-33.37,0,-13.82,-21.14,-14.41,-19.85,-16.85,-20.7,-20.29,-21.85,0.4203,1.39E-10,0.06076,1.38E-10,5.98E-11,6.45E-11,0.06063,0.426,1.95E-11,2.81E-11,0.2493,0.06078,0,0,0,0
8.66E-06,0.0009196,1.87E-09,682.3,1.84E-13,980.9,-0.01962,-6.597,-9.117,-13.17,-18.87,0,-3.731,-4.208,0,-4.077,5.207,-9.047,-2.16,-18,-16.88,-29.26,-34.06,0.4316,1.37E-10,0.3009,1.27E-10,3.73E-11,5.65E-11,0.2899,0.4258,0,0,0,0,0,0,0,0
8.11E-06,0.001279,2.31E-09,1219,2.46E-13,779.5,-0.01958,-6.597,-9.108,-13.17,-18.87,0,-43.89,-38.47,0,-47.77,-35.17,-51.52,-42.96,-57.77,-54.99,-65.14,-68.32,0.4376,1.37E-10,0.002841,1.13E-10,1.61E-12,6.18E-11,4.54E-05,0.4382,0,7.98E-12,0.005198,0,0,0,0,0
1.72E-06,0.0006327,2.30E-09,1018,1.54E-13,1133,-0.01974,-6.578,-9.07,-13.13,-18.83,1,-2.444,-2.887,0,-3.268,2.867,-4.987,2.201,-8.938,-1.501,-15.06,-7.891,0.3087,1.42E-10,0.1936,1.39E-10,6.54E-11,6.98E-11,0.1952,0.3089,2.84E-11,3.33E-11,0.237,0.1969,0.0935,1.05E-11,0.1036,1.31E-11
9.92E-06,0.001317,2.21E-09,187.8,7.79E-13,135.2,-0.0196,-6.599,-9.116,-13.17,-18.87,1,0.6019,1.196,1,-2.901,0.8625,-7.569,-5.877,-15.53,-17.72,-25.28,-31.63,0.5391,1.05E-10,0.8272,1.25E-10,0,0,0,0,0,0,0,0,0,0,0,0
8.07E-06,0.001995,3.17E-10,1116,3.78E-13,1039,-0.01958,-6.597,-9.109,-13.17,-18.87,0,-52.7,-49.49,0,-49.13,-36.39,-52.98,-44.8,-59.2,-56.76,-66.47,-70.03,0.168,1.11E-10,0,0,0,4.25E-11,0,0.07051,0,0,0,0,0,0,0,0
3.96E-06,0.002248,1.29E-09,336.5,4.00E-13,1234,-0.01971,-6.58,-9.083,-13.16,-18.88,0,-11.17,-19.16,0,-6.725,-1.327,-9.094,-3.037,-14.11,-8.506,-22.26,-18.44,0.1386,1.20E-10,0.04084,7.47E-12,3.94E-11,5.23E-11,0.04553,0.1048,0,1.42E-11,0.02965,0,0,0,0,0
8.57E-06,0.001781,2.06E-09,339.9,5.33E-13,546.3,-0.01963,-6.602,-9.12,-13.18,-18.87,1,-3.34,-5.106,0,-1.82,6.656,-7.415,-1.795,-16.31,-15.67,-27.06,-31.47,0.3313,1.28E-10,0.2645,1.07E-10,0,5.08E-11,0,0.1413,0,0,0,0,0,0,0,0
5.93E-06,0.0007192,1.90E-09,948.2,7.15E-13,1450,-0.01966,-6.589,-9.101,-13.17,-18.88,0,-5.893,-5.378,0,-6.512,5.345,-10.31,-0.3025,-17.26,-11.16,-27.48,-26.66,0.3204,9.85E-11,0.09716,7.88E-11,0,3.48E-11,0,0.2497,0,1.96E-12,0.01098,0,0,0,0,0
4.20E-06,0.000515,1.18E-09,1205,8.47E-13,654.2,-0.01968,-6.585,-9.091,-13.17,-18.88,0,1.638,6.993,1,-0.8153,10.8,-4.161,6.771,-10.3,-1.552,-19.54,-15,0.4998,1.21E-10,0.2848,1.11E-10,4.46E-11,4.87E-11,0.2319,0.3388,0,0,0,0,0,0,0,0
6.54E-06,0.00224,2.40E-09,11.6,8.57E-13,1269,-0.01972,-6.576,-9.081,-13.18,-18.89,1,-35.22,-70.45,0,-11.79,-17.1,-7.61,-6.337,-7.062,-1.12,-16.52,-14.16,0.07338,8.85E-11,0,0,0,1.56E-11,0,0.01428,0,0,0,0,0,0,0,0
5.11E-06,0.00103,7.96E-10,683.4,8.47E-13,355.5,-0.01965,-6.586,-9.095,-13.17,-18.88,0,-2.656,2.125,0,-6.369,4.032,-9.7,-0.1742,-16.05,-9.334,-25.8,-23.77,0.7344,1.36E-10,0.6612,1.27E-10,5.71E-11,6.05E-11,0.6574,0.5526,0,0,0,0,0.01015,8.70E-13,0,0
5.97E-06,0.002175,2.56E-09,1136,2.04E-13,1242,-0.01964,-6.589,-9.097,-13.17,-18.88,0,-55.03,-53.26,0,-45.41,-32.57,-48.26,-36.7,-53.65,-46.88,-61.1,-60.03,0.1248,1.28E-10,0,0,0,5.49E-11,0,0.106,5.13E-13,1.75E-11,0.02131,6.74E-06,0,0,0,0
9.27E-06,0.002423,3.14E-11,1010,7.94E-14,219.8,-0.01957,-6.603,-9.111,-13.17,-18.87,0,-53.48,-42.86,0,-42.54,-34.13,-43.12,-38.2,-48.4,-48.67,-57.9,-64.08,0.02205,8.33E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.76E-06,0.0009093,2.50E-09,585.2,2.93E-13,137.6,-0.0197,-6.58,-9.074,-13.14,-18.86,1,3.789,8.402,1,-1.981,3.459,-3.691,2.616,-7.329,-0.3346,-13.64,-6.425,0.4167,1.17E-10,0.6605,1.25E-10,5.08E-11,4.17E-11,0.4616,0.2186,1.80E-11,0,0,0.2892,0,0,0,0
3.47E-06,0.0005735,1.63E-09,533.4,8.52E-13,399.7,-0.01971,-6.58,-9.079,-13.15,-18.87,1,0.8767,1.777,1,-0.5374,5.515,-3.061,3.051,-7.763,-2.032,-15.18,-10.79,0.5793,1.33E-10,0.6443,1.26E-10,5.74E-11,5.87E-11,0.6678,0.4271,1.93E-11,1.67E-11,0.127,0.3029,0,0,0,0
8.86E-06,0.001665,4.23E-10,797.1,4.86E-13,110.3,-0.01956,-6.6,-9.11,-13.17,-18.87,0,-34.55,-23.22,0,-44.02,-33.76,-49.89,-43.46,-57.56,-56.69,-65.59,-70.69,0.2854,9.67E-11,0.01763,8.75E-11,0,0,0,0,0,0,0,0,9.49E-05,7.86E-13,0,0
