fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
6.47E-06,0.001767,3.38E-10,911.3,4.96E-13,354.7,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-39.77,-32.3,0,-50.28,-37.8,-53.19,-43.07,-57.14,-51.8,-62.7,-63.08
6.66E-06,0.001768,2.10E-09,1414,1.75E-13,391.5,0,-0.01963,-6.592,-9.102,-13.17,-18.88,-54.92,-45.26,0,-43.77,-31.69,-45.88,-35.47,-51.89,-46.5,-60.73,-61.21
1.27E-06,0.001868,2.81E-09,592.9,2.86E-13,1473,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-13.4,-21.32,0,-13.82,-14.39,-16.04,-16.25,-19.65,-19.27,-24.09,-21.98
6.75E-06,0.0009578,2.93E-09,778.2,6.95E-13,294.8,0,-0.01962,-6.591,-9.103,-13.17,-18.88,-6.984,-0.1104,0,-12.37,-1.035,-16.28,-7.127,-23.53,-18.77,-33.93,-34.46
6.14E-06,0.001123,2.48E-11,1192,1.54E-13,950.6,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-37.43,-33.67,0,-48.71,-37.18,-52.28,-41.18,-55.93,-49.48,-61.12,-60.51
8.50E-06,0.002161,2.57E-09,1123,9.14E-13,777.9,0,-0.01958,-6.6,-9.11,-13.17,-18.87,-57.64,-52.04,0,-57.74,-45.66,-59.52,-52.2,-63.05,-61.37,-68.53,-72.73
7.22E-06,0.002035,1.59E-09,155,1.99E-13,1057,1,-0.01971,-6.573,-9.091,-13.18,-18.88,-13.1,-26.18,0,-7.174,-7.815,-5.858,-2.512,-11.68,-9.753,-21.21,-23.11
5.43E-06,0.00144,1.06E-10,209.6,5.65E-13,318.8,1,-0.01969,-6.58,-9.09,-13.17,-18.88,-3.546,-7.072,0,-3.769,-0.9454,-6.19,-3.159,-12.38,-11.31,-22.22,-25.32
1.51E-06,0.001613,2.87E-09,1016,9.26E-13,322.2,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-28.69,-24.66,0,-34.28,-27.38,-36.71,-29.69,-40.62,-33.47,-45.85,-38.39
5.11E-06,0.001264,2.85E-09,1128,5.21E-13,512.9,0,-0.01965,-6.585,-9.09,-13.17,-18.88,-36.35,-29.65,0,-44.01,-30.86,-46.76,-34.78,-51.33,-42.78,-57.64,-54.11
1.52E-06,0.001024,1.18E-09,175.4,8.32E-13,480.5,1,-0.01975,-6.579,-9.068,-13.13,-18.81,-11.09,-22.22,0,-12.97,-19.44,-15.11,-21.24,-18.27,-23.51,-21.38,-24.16
7.28E-06,0.0008133,1.05E-09,686.3,8.45E-13,667.8,1,-0.01964,-6.601,-9.117,-13.18,-18.88,0.9677,3.154,1,0.9544,11.38,-4.391,3.265,-12.97,-10.04,-24.09,-26.81
2.80E-06,0.001828,3.32E-10,349.2,7.58E-13,968.8,1,-0.01973,-6.579,-9.076,-13.14,-18.86,-7.22,-13.48,0,-4.446,-0.6885,-6.934,-3.096,-11.46,-7.921,-18.64,-16.23
4.13E-06,0.002055,1.70E-09,354.6,7.68E-13,565.6,0,-0.01969,-6.582,-9.087,-13.16,-18.89,-5.948,-8.497,0,-5.505,0.9706,-8.153,-1.508,-13.27,-7.162,-21.49,-17.12
3.10E-06,0.002119,2.65E-09,830.7,7.43E-13,410.2,0,-0.0197,-6.581,-9.076,-13.14,-18.85,-35.72,-31.01,0,-41.46,-31.23,-43.87,-33.55,-47.69,-37.89,-52.78,-44.74
8.72E-06,0.0008836,1.08E-09,213.8,7.44E-13,613.4,1,-0.01968,-6.593,-9.111,-13.17,-18.87,-6.59,-13.19,0,-2.816,0.9795,-7.598,-5.998,-15.83,-18.42,-25.96,-33.06
6.53E-06,0.000595,2.67E-09,835,3.81E-14,1197,1,-0.01968,-6.579,-9.088,-13.18,-18.88,-1.122,-1.826,1,-5.132,-3.184,-5.199,0.07114,-10.44,-5.409,-20.93,-21.4
9.18E-06,0.002324,5.74E-10,826.8,7.94E-13,14.4,0,-0.01955,-6.602,-9.111,-13.17,-18.87,-44.88,-30.44,0,-52.15,-41.85,-55.6,-49.83,-60.95,-60.72,-67.93,-73.63
2.02E-06,0.00199,9.88E-10,730.3,1.36E-13,1461,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-29.41,-33.63,0,-31.94,-27.43,-34.03,-27.92,-38,-31.49,-43.75,-37.68
8.60E-06,0.001171,2.71E-09,802.3,8.84E-13,1347,0,-0.01958,-6.598,-9.109,-13.17,-18.87,-24.69,-24.18,0,-28.69,-17.39,-33.52,-26.54,-41.75,-40.2,-52.51,-56.63
8.24E-06,0.0007022,6.96E-11,795,1.15E-13,463.9,1,-0.0196,-6.594,-9.115,-13.18,-18.87,3.229,8.052,1,-2.133,4.918,-6.074,0.2594,-14.63,-13.25,-26.09,-30.81
8.90E-06,0.001766,1.06E-09,116.4,9.30E-13,285.8,1,-0.01966,-6.591,-9.111,-13.17,-18.87,-6.563,-13.14,0,-5.001,-3.447,-9.092,-9.075,-16.54,-19.88,-25.61,-32.34
3.30E-06,0.0009258,1.17E-10,937.5,5.88E-14,768.9,0,-0.0197,-6.581,-9.076,-13.14,-18.86,-13.78,-11.42,0,-19.61,-15.1,-21.54,-14.49,-25.78,-17.22,-32.9,-26.46
4.86E-06,0.002443,7.85E-10,692.4,4.95E-13,1493,0,-0.01966,-6.585,-9.088,-13.16,-18.88,-41.02,-43.81,0,-44.72,-33.36,-47.33,-36.72,-51.72,-44.04,-57.86,-54.95
9.28E-06,0.001927,1.51E-09,546.7,2.78E-13,915.7,0,-0.01956,-6.602,-9.111,-13.17,-18.87,-28.35,-29.77,0,-34.04,-23.89,-39.07,-32.99,-47.48,-47.41,-58.09,-63.9
1.89E-06,0.002416,1.25E-09,54.84,3.10E-14,1138,1,-0.01975,-6.579,-9.066,-13.12,-18.81,-25.88,-51.88,0,-30.17,-53.91,-28.59,-48.29,-26.11,-39.32,-24.38,-30.3
6.48E-06,0.001857,2.04E-09,935.4,5.64E-13,286.2,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-41.72,-33.14,0,-52.5,-39.82,-54.93,-44.66,-58.09,-52.55,-63.17,-63.23
7.99E-06,0.0009804,1.38E-09,517.9,2.20E-13,1025,1,-0.01966,-6.588,-9.119,-13.18,-18.87,-3.407,-6.39,0,0.4219,8.722,-4.12,2.802,-13.22,-11.55,-24.49,-28.57
5.38E-06,0.002048,2.78E-09,914.1,5.33E-13,1184,0,-0.01964,-6.586,-9.092,-13.17,-18.88,-45.13,-44.24,0,-53.63,-40.66,-54.76,-43.26,-56.73,-48.95,-60.92,-58.23
4.47E-06,0.0006927,7.12E-10,457.4,9.87E-13,179.2,1,-0.01968,-6.582,-9.087,-13.16,-18.88,3.305,6.643,1,-0.2923,6.064,-3.148,3.036,-8.908,-4.113,-17.93,-16.4
7.29E-06,0.000915,1.11E-11,217.5,8.33E-13,938.5,1,-0.0197,-6.588,-9.103,-13.17,-18.87,-8.854,-17.71,0,-2.921,0.7453,-7.067,-4.934,-14.87,-16.48,-25.73,-32.65
9.02E-06,0.001604,2.24E-09,945.6,2.41E-13,164.3,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-40.26,-29.12,0,-46.92,-36.87,-50.75,-44.26,-57.62,-56.68,-65.91,-70.87
9.90E-06,0.00146,1.54E-09,673.5,7.62E-13,613.8,0,-0.01955,-6.604,-9.111,-13.17,-18.86,-25.43,-22.36,0,-31.65,-21.66,-37.23,-32.31,-46,-46.85,-56.9,-63.6
6.24E-06,0.001973,1.86E-09,506.9,2.86E-13,1181,0,-0.01963,-6.589,-9.099,-13.17,-18.88,-24.02,-28.07,0,-25.3,-15.7,-28.66,-19.28,-35.28,-29.9,-45.23,-45.03
7.37E-06,0.001416,2.44E-09,395.5,5.75E-13,1091,1,-0.01967,-6.595,-9.118,-13.18,-18.88,-5.747,-10.76,0,0.2891,9.392,-4.633,2.48,-12.95,-10.04,-23.45,-25.39
2.68E-06,0.001474,1.66E-09,679.8,1.80E-13,109.5,0,-0.01971,-6.581,-9.074,-13.14,-18.85,-13.63,-7.257,0,-20.16,-13.56,-22.62,-15.59,-26.82,-19.28,-33.32,-26.19
5.46E-06,0.0006271,1.69E-09,799,1.37E-13,294,1,-0.01964,-6.584,-9.097,-13.18,-18.89,5.389,11.47,1,-0.09828,7.318,-2.45,5.841,-8.921,-2.63,-19.14,-17.69
6.96E-06,0.001544,8.19E-10,410,6.35E-13,807.2,0,-0.01966,-6.594,-9.113,-13.18,-18.88,-4.928,-7.762,0,-2.202,6.88,-6.847,0.2733,-15.05,-12.26,-25.97,-28.58
1.31E-06,0.001329,2.23E-10,1463,6.50E-13,920,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-36.24,-33.21,0,-41.17,-32.64,-43.5,-34.97,-47.01,-38.74,-51.1,-43.74
1.41E-06,0.002066,1.10E-09,767,2.70E-13,1267,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-26.95,-31.24,0,-29.28,-26.23,-31.64,-28.26,-35.63,-32.2,-41.2,-37.88
1.08E-06,0.002198,2.16E-09,371,2.85E-14,1331,1,-0.01976,-6.581,-9.071,-13.13,-18.82,-17.32,-37.75,0,-22.42,-42.03,-23,-41.64,-24.87,-42.19,-27.57,-42.22
6.65E-06,0.001752,2.62E-09,105.8,4.30E-13,831.5,1,-0.01971,-6.574,-9.089,-13.18,-18.89,-14.56,-29.12,0,-6.47,-6.454,-5.667,-2.363,-8.768,-4.119,-17.91,-16.7
2.65E-06,0.001593,2.48E-09,98.14,1.27E-13,843,1,-0.01975,-6.577,-9.065,-13.12,-18.82,-16.98,-33.98,0,-16.48,-26.45,-13.98,-18.99,-12.11,-11.29,-9.862,-2.1
7.61E-06,0.001627,9.59E-10,322.3,4.36E-14,841.2,1,-0.01967,-6.581,-9.086,-13.18,-18.88,-5.84,-11.23,0,-10.54,-13.99,-10.33,-10.66,-14.11,-12.93,-24.45,-28.15
3.71E-06,0.001597,6.87E-10,1253,8.05E-13,884.2,0,-0.01968,-6.582,-9.08,-13.15,-18.87,-44.57,-39.84,0,-51.09,-38.05,-52.52,-40.04,-54.25,-43.73,-57.16,-50.59
1.24E-06,0.001334,7.06E-10,658.4,1.83E-13,1111,0,-0.01975,-6.579,-9.069,-13.13,-18.82,-8.534,-13.55,0,-9.91,-8.856,-11.92,-10.22,-15.87,-14.03,-21.66,-19.97
5.14E-06,0.001329,2.28E-09,40.95,2.53E-13,611.4,1,-0.01973,-6.575,-9.068,-13.15,-18.9,-21.24,-42.49,0,-15.92,-25.32,-11.3,-13.66,-8.269,-3.778,-13.63,-7.725
7.91E-06,0.00211,1.91E-09,511.8,6.08E-13,1304,0,-0.01959,-6.596,-9.108,-13.17,-18.87,-28.86,-32.62,0,-30.73,-19.76,-35.17,-27.71,-43.02,-40.77,-53.56,-56.8
3.79E-06,0.002263,2.55E-09,1013,5.23E-13,342.5,0,-0.01969,-6.582,-9.081,-13.15,-18.87,-44.66,-37.39,0,-53.84,-41.95,-54.78,-42.93,-55.57,-45.35,-57.98,-51.38
5.91E-06,0.001702,1.85E-09,1205,8.29E-13,711.9,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-48.58,-42.52,0,-58.5,-44.73,-57.56,-46.28,-58.54,-51.74,-62.67,-61.4
3.73E-06,0.001204,1.16E-09,492.4,6.96E-14,973.7,1,-0.01972,-6.577,-9.069,-13.15,-18.88,-4.812,-8.609,0,-7.336,-6.997,-6.434,-2.38,-9.198,-2.783,-17.23,-12.33
6.51E-06,0.002104,2.99E-09,895.2,6.98E-13,111.7,0,-0.01962,-6.59,-9.101,-13.17,-18.88,-42.73,-31.36,0,-51.63,-39.34,-54.68,-44.59,-58.25,-52.75,-63.46,-63.43
3.70E-06,0.001668,1.13E-09,1328,2.55E-15,1437,0,-0.01969,-6.583,-9.081,-13.15,-18.86,-48.38,-46.9,0,-35.02,-33.59,-32.04,-30.73,-31.69,-30.83,-35.08,-35.58
1.19E-06,0.001462,2.09E-09,1429,6.68E-13,644.4,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-36.4,-32.85,0,-41.76,-34.15,-44.06,-36.4,-47.48,-39.91,-51.34,-44.17
6.65E-06,0.0006277,1.99E-09,62.55,4.78E-13,628.6,1,-0.01971,-6.578,-9.083,-13.17,-18.89,-18.03,-36.08,0,-13.34,-20.18,-12.52,-16.1,-13.22,-13.39,-19.18,-19.16
3.28E-06,0.001205,1.21E-10,681.5,1.57E-13,533.9,0,-0.0197,-6.58,-9.077,-13.15,-18.86,-8.91,-6.959,0,-13.31,-7.311,-15.22,-7.305,-19.7,-11.76,-27.2,-21.68
8.06E-06,0.001001,7.79E-10,291.4,5.41E-13,382.6,1,-0.01966,-6.591,-9.112,-13.18,-18.87,-1.488,-2.96,0,-1.038,4.662,-5.546,-1.655,-14.05,-14.63,-24.94,-30.82
7.21E-06,0.001398,2.39E-09,1407,1.83E-13,1154,0,-0.0196,-6.593,-9.105,-13.17,-18.88,-49.82,-45.88,0,-43.04,-29.83,-46.53,-36.37,-53.22,-48.68,-62.04,-63.47
3.99E-06,0.002285,1.75E-09,472.6,7.66E-13,482.4,0,-0.01968,-6.582,-9.082,-13.15,-18.87,-19.66,-19.21,0,-23.03,-14.81,-25.71,-17.44,-30.62,-23.24,-38.52,-33.52
7.87E-06,0.001032,1.21E-10,1129,4.29E-13,600.2,0,-0.01959,-6.596,-9.107,-13.17,-18.87,-33.43,-27.11,0,-42.52,-30.1,-46.72,-38.28,-53.64,-50.71,-61.98,-65.03
1.70E-06,0.002343,1.45E-09,980.9,1.44E-13,1072,0,-0.01973,-6.58,-9.07,-13.13,-18.82,-39.92,-40.48,0,-46.57,-40.79,-48.64,-41.58,-51.24,-43.86,-53.79,-46.76
4.94E-06,0.001287,2.87E-09,554,4.42E-13,256.9,0,-0.01965,-6.584,-9.093,-13.17,-18.89,-2.2,2.452,0,-6.485,2.275,-9.244,-0.01164,-15.16,-7.575,-24.38,-20.48
7.59E-06,0.0009586,5.71E-11,1175,8.82E-13,936.8,0,-0.0196,-6.594,-9.106,-13.17,-18.87,-32.84,-28.03,0,-38.93,-26.33,-43.06,-34.34,-50.28,-46.86,-59.51,-62
3.88E-06,0.002378,1.61E-09,1120,9.39E-13,1451,0,-0.0197,-6.583,-9.082,-13.15,-18.87,-56.9,-54.53,0,-57.03,-44.2,-56.58,-44.42,-56.59,-46.52,-58.81,-52.79
2.52E-06,0.001637,2.24E-09,1400,2.66E-14,544.1,0,-0.01972,-6.581,-9.074,-13.14,-18.84,-44.26,-37.8,0,-44.06,-37.36,-42.06,-34.77,-42.7,-34.18,-47.03,-38.32
4.57E-06,0.001276,8.62E-10,110.4,1.29E-13,1435,1,-0.01973,-6.575,-9.066,-13.14,-18.87,-18.77,-37.55,0,-14.48,-22.43,-12.79,-16.62,-14.36,-15.7,-19.4,-19.9
3.24E-06,0.0007646,1.79E-09,1353,3.74E-13,375.7,0,-0.0197,-6.581,-9.077,-13.14,-18.86,-22.32,-14.32,0,-28.38,-16.72,-30.95,-19.06,-35.44,-24.63,-42.33,-34.53
5.60E-06,0.001226,1.47E-09,1127,1.52E-14,959,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-37.36,-34.15,0,-35.22,-31.77,-33.83,-29.86,-36.34,-32.03,-43.23,-42.01
7.16E-06,0.001995,2.63E-11,1177,7.01E-13,1236,0,-0.01961,-6.593,-9.105,-13.17,-18.88,-56.35,-53.17,0,-57.26,-44,-58.13,-48.74,-60.76,-56.69,-65.81,-67.63
1.23E-06,0.001358,2.76E-09,809.7,1.15E-13,766.8,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-13.74,-15.53,0,-18.1,-16.57,-19.84,-16.95,-23.52,-19.84,-28.81,-24.11
4.04E-06,0.001414,2.66E-09,729.4,2.15E-13,1024,0,-0.01968,-6.582,-9.082,-13.15,-18.87,-22.66,-23.43,0,-25.69,-16.68,-28.21,-17.84,-33.08,-23.65,-40.93,-34.71
3.02E-06,0.0008984,2.60E-09,130.1,3.52E-13,82.84,1,-0.01972,-6.579,-9.069,-13.13,-18.84,-5.91,-11.87,0,-11.37,-16.25,-11.65,-14.33,-11.25,-9.592,-10.57,-2.93
7.16E-06,0.001749,2.37E-09,839.3,8.70E-14,959.8,0,-0.0196,-6.593,-9.103,-13.17,-18.87,-39.6,-38.32,0,-40.52,-33.36,-43.19,-33.77,-49.51,-44.76,-58.8,-60.15
7.93E-06,0.002417,2.21E-09,548.6,8.35E-13,906.9,0,-0.01958,-6.596,-9.108,-13.17,-18.87,-34.86,-35.52,0,-39.15,-27.93,-43.54,-36.02,-51.11,-48.77,-60.69,-63.83
5.09E-06,0.0006786,1.07E-10,1177,5.72E-13,717.7,0,-0.01966,-6.585,-9.089,-13.16,-18.88,-12.91,-7.847,0,-17.34,-4.926,-20.44,-9.298,-26.24,-18.47,-35.45,-32.81
3.92E-06,0.001633,8.98E-10,986.4,9.86E-13,1095,0,-0.01968,-6.582,-9.081,-13.15,-18.87,-38.06,-35.51,0,-42.55,-30.33,-45.06,-33.41,-49.13,-39.43,-54.79,-49
1.88E-06,0.002317,9.38E-10,1036,2.09E-13,513.3,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-40.38,-36.74,0,-48,-40.69,-50.19,-41.91,-52.46,-44.08,-54.61,-47.03
9.04E-06,0.001395,1.17E-09,442.3,6.83E-13,210.2,0,-0.01956,-6.607,-9.118,-13.17,-18.87,2.021,7.221,1,-2.903,5.707,-8.809,-3.781,-17.97,-18.31,-29.21,-35.22
4.36E-06,0.001635,6.37E-11,1383,4.91E-13,559.5,0,-0.01967,-6.584,-9.085,-13.16,-18.88,-48.67,-41.23,0,-57.98,-44.37,-56.91,-44.17,-56.73,-46.95,-59.36,-54.41
5.56E-06,0.00145,2.80E-09,1341,2.67E-13,985.1,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-47.76,-43.33,0,-50.77,-37.1,-52.77,-40.55,-56.05,-48.14,-61.1,-58.69
2.00E-06,0.001635,2.09E-09,98.41,4.81E-13,1252,1,-0.01975,-6.579,-9.068,-13.13,-18.81,-19.66,-39.35,0,-15.24,-23.99,-15.79,-22.6,-15.99,-18.96,-15.31,-12.27
9.83E-06,0.002122,1.46E-09,337.1,2.55E-14,743.1,0,-0.01959,-6.596,-9.106,-13.17,-18.86,-9.432,-13.29,0,-16.77,-20.26,-20.81,-23.69,-27.64,-30.9,-37.08,-44.24
9.68E-06,0.001018,2.12E-09,968.2,6.53E-13,792,0,-0.01955,-6.603,-9.11,-13.17,-18.86,-27.92,-23.83,0,-34.72,-24,-40.11,-34.49,-48.66,-48.81,-59.14,-65.2
1.37E-06,0.002161,1.39E-09,885.1,8.79E-13,1067,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-31.75,-33.23,0,-35.36,-30.9,-37.79,-33.3,-41.67,-37.2,-46.74,-42.4
8.79E-06,0.000547,1.14E-09,77.49,2.33E-13,90.19,1,-0.01965,-6.587,-9.095,-13.17,-18.87,-8.008,-16.06,0,-14.19,-21.88,-16.16,-23.35,-20.24,-27.42,-26.97,-35.08
2.36E-06,0.002193,1.72E-09,612.7,9.14E-13,287.4,0,-0.01972,-6.58,-9.073,-13.14,-18.84,-22.86,-20.19,0,-27.92,-21.47,-30.39,-23.76,-34.54,-27.89,-40.6,-34.09
2.69E-06,0.001342,2.77E-09,1226,1.40E-13,905.7,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-36.88,-33.63,0,-45.47,-36.21,-48.13,-37.17,-51.01,-39.98,-54.09,-44.77
6.14E-06,0.0006032,1.31E-09,348.3,2.25E-14,51.6,1,-0.01964,-6.587,-9.095,-13.17,-18.88,4.321,8.609,1,-2.606,1.398,-5.998,-2.733,-12.25,-11.01,-21.45,-23.76
4.18E-06,0.001917,6.65E-10,367.8,9.16E-13,679.9,0,-0.01969,-6.582,-9.088,-13.16,-18.88,-5.897,-8.951,0,-4.66,2.101,-7.538,-0.9407,-13.09,-7.699,-21.97,-19.5
4.12E-06,0.001242,1.28E-10,1132,4.87E-13,1380,0,-0.01967,-6.583,-9.082,-13.15,-18.87,-36.35,-35.05,0,-40.96,-28.29,-43.54,-31.46,-47.89,-38.15,-54.09,-48.72
8.53E-06,0.002093,4.94E-10,253.1,7.85E-13,1412,1,-0.01968,-6.602,-9.119,-13.18,-18.87,-9.791,-19.19,0,-0.894,6.28,-6.806,-2.793,-15.95,-17.01,-27.2,-33.88
1.67E-06,0.001025,2.02E-09,364.4,9.43E-13,1439,1,-0.01975,-6.579,-9.069,-13.13,-18.82,-8.196,-16.32,0,-6.348,-6.034,-8.602,-8.064,-11.94,-10.74,-15.41,-12.27
2.39E-06,0.001919,2.69E-09,1192,2.48E-13,1372,0,-0.01972,-6.581,-9.073,-13.14,-18.84,-45.02,-44.46,0,-53,-42.71,-53.87,-43.01,-54.46,-43.8,-55.65,-46.27
7.73E-06,0.00106,1.05E-09,305.8,8.20E-13,808.6,1,-0.01968,-6.594,-9.113,-13.18,-18.88,-5.111,-10.19,0,-0.132,6.542,-4.978,-0.4363,-13.27,-12.95,-23.89,-28.59
4.52E-06,0.002285,1.16E-09,193.8,3.82E-13,450.3,1,-0.01971,-6.576,-9.08,-13.16,-18.89,-6.353,-12.54,0,-5.39,-4.007,-6.547,-3.716,-10.81,-7.874,-18.13,-16.3
4.43E-06,0.0009005,7.68E-10,658.9,3.61E-13,691.9,1,-0.01969,-6.581,-9.091,-13.17,-18.89,-0.781,-0.01912,1,-0.3889,8.525,-3.236,5.84,-9.441,-2.173,-18.98,-15.67
2.22E-06,0.001211,2.44E-09,1392,4.35E-13,1409,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-37.65,-35.8,0,-42.22,-31.04,-44.52,-33.25,-47.98,-37.06,-52.07,-42.46
8.43E-06,0.002345,1.32E-09,1317,4.37E-13,1443,0,-0.01976,-6.603,-9.109,-13.17,-18.87,-36.67,-34.25,0,-49.43,-37.27,-53.62,-46.43,-60.23,-58.83,-67.96,-72.54
8.78E-06,0.001877,2.77E-10,160.9,9.42E-13,426.4,1,-0.01967,-6.595,-9.113,-13.17,-18.87,-6.132,-12.24,0,-2.896,0.9089,-8.077,-6.847,-16.89,-20.42,-28.04,-37.08
3.73E-06,0.00106,2.93E-09,1400,1.91E-13,444.7,0,-0.01968,-6.582,-9.08,-13.15,-18.87,-36.23,-28.16,0,-45.34,-33.86,-48.67,-36.23,-51.91,-40.81,-55.67,-48.38
7.76E-06,0.002214,3.99E-11,264.8,3.25E-13,1087,1,-0.01968,-6.586,-9.116,-13.18,-18.87,-9.395,-17.97,0,-2.482,3.594,-6.72,-1.543,-15.66,-15.44,-27.11,-32.78
7.16E-06,0.001619,2.25E-09,559,8.96E-13,255.8,0,-0.01961,-6.593,-9.105,-13.17,-18.88,-16.29,-10.52,0,-21.95,-11.25,-25.97,-17.75,-33.4,-29.71,-43.88,-45.44
7.28E-06,0.0005173,2.46E-09,1110,5.31E-13,283.6,1,-0.01958,-6.6,-9.116,-13.18,-18.88,5.763,14.43,1,0.3078,11.57,-4.822,3.638,-13.28,-9.714,-24.33,-26.49
8.38E-06,0.0009037,2.82E-09,809,4.09E-13,811.9,0,-0.0196,-6.598,-9.11,-13.17,-18.87,-9.765,-7.594,0,-13.36,-2.155,-18.14,-10.82,-26.4,-24.55,-37.35,-41.2
6.95E-06,0.001624,8.18E-10,123.7,3.62E-13,582.4,1,-0.0197,-6.577,-9.093,-13.17,-18.88,-10.9,-21.8,0,-7.164,-7.81,-8.457,-7.839,-14.58,-15.93,-23.49,-28.03
1.52E-06,0.001509,2.55E-09,1253,5.72E-13,750.8,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-35.37,-32.37,0,-40.41,-31.99,-42.75,-34.23,-46.34,-37.85,-50.62,-42.38
3.05E-06,0.001013,2.62E-09,1284,8.59E-13,701.6,0,-0.0197,-6.581,-9.076,-13.14,-18.85,-30.58,-25.07,0,-35.74,-23.57,-38.27,-26.28,-42.5,-31.43,-48.59,-40.03
9.80E-06,0.002127,1.22E-09,493.1,1.24E-13,232.6,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-24.36,-18.37,0,-33.45,-27.6,-39.94,-36.05,-49.61,-50.7,-60.6,-67.52
4.14E-06,0.00078,1.18E-10,1398,6.69E-13,1055,0,-0.01968,-6.583,-9.082,-13.15,-18.87,-28.01,-23.54,0,-32.75,-19.6,-35.5,-23.15,-40.37,-30.5,-47.93,-42.53
4.45E-06,0.001912,1.40E-09,1204,5.22E-13,515.1,0,-0.01967,-6.584,-9.085,-13.16,-18.88,-48.1,-41.13,0,-57.92,-44.7,-56.98,-44.56,-56.89,-47.38,-59.63,-54.88
5.45E-06,0.0008021,2.75E-09,1177,9.95E-13,160.6,0,-0.01965,-6.586,-9.092,-13.17,-18.88,-20.6,-9.782,0,-27.16,-14.41,-30.33,-19.08,-36.27,-28.63,-45.53,-42.99
1.80E-06,0.0005581,1.42E-09,1218,2.41E-13,124.6,0,-0.01972,-6.58,-9.072,-13.13,-18.83,2.327,9.852,1,-4.048,3.761,-6.347,1.798,-10.49,-2.294,-17.02,-9.711
6.03E-06,0.001662,1.91E-11,1098,6.99E-13,1010,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-46.03,-42.49,0,-55.48,-42,-56.1,-45.16,-57.99,-51.62,-62.48,-61.74
7.68E-06,0.002473,2.60E-10,1109,8.73E-13,771.2,0,-0.01964,-6.597,-9.108,-13.17,-18.87,-57.68,-52.3,0,-58.01,-45.45,-59.21,-50.91,-62.2,-59.38,-67.43,-70.53
9.36E-06,0.0005526,1.57E-09,838.9,3.56E-13,1220,1,-0.01964,-6.611,-9.12,-13.17,-18.87,-0.5739,-0.8869,1,1.569,11.29,-5.221,0.02142,-14.79,-15.24,-26.24,-32.68
6.41E-06,0.002379,1.75E-09,578.8,9.66E-13,119.4,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-30.79,-22.09,0,-37.95,-27.08,-41.55,-32.47,-48.1,-43.17,-57.23,-57.53
2.11E-06,0.0006473,2.90E-09,759,2.38E-13,755.1,1,-0.01974,-6.578,-9.07,-13.13,-18.84,-0.6223,-0.866,1,-1.369,4.32,-3.048,3.499,-6.764,0.2013,-12.43,-5.055
6.95E-06,0.00135,2.52E-09,461.9,4.72E-13,19.44,0,-0.01956,-6.598,-9.113,-13.18,-18.88,5.466,15.1,1,-2.128,6.709,-6.625,0.4754,-14.33,-10.74,-24.67,-25.76
6.85E-06,0.00151,2.63E-09,909.7,1.27E-13,1037,0,-0.01961,-6.591,-9.102,-13.17,-18.88,-37.93,-36.59,0,-45.98,-36.18,-49.61,-39.23,-55.03,-49.74,-61.92,-62.54
8.45E-06,0.002497,1.08E-09,127,6.71E-13,941.1,1,-0.01969,-6.587,-9.113,-13.18,-18.87,-13.21,-26.39,0,-3.625,-0.6014,-7.684,-6.048,-15.45,-17.44,-24.87,-30.56
1.87E-06,0.0009924,5.53E-10,818.1,5.26E-13,1039,0,-0.01973,-6.58,-9.072,-13.13,-18.83,-7.798,-8.818,0,-9.257,-2.396,-11.73,-4.769,-15.97,-9.198,-22.32,-16.33
3.80E-06,0.001282,2.81E-09,532.4,3.04E-13,1221,0,-0.01971,-6.579,-9.082,-13.16,-18.88,-7.14,-11.53,0,-4.01,3.516,-6.237,2.223,-11.13,-2.798,-19.18,-12.48
