fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 28G,eye_height_XY Vout_2 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_1 56G
6.723e-06,0.001981,2.084e-09,969.8,7.466000000000002e-13,532.4,-0.0196,-45.88,-39.78,-6.591,-57.05,-43.99,-9.102,-57.46,-47.49,-13.17,-59.51,-54.48,-18.88,-64.25,-64.89,0.115,0.23,0.204,1.19e-10,1.24e-10,1.23e-10,0.00149,0.00359,0.00327,1.19e-10,1.23e-10,1.23e-10,1.0,2.0,0.001079,-0.001318,0.1031,0.001083,4.426e-11,4.012e-11,4.594e-11,0.1077,-0.04573,4e-11,3.862e-11,4.601e-11,0.0,1.294e-05,-0.002364,2.599e-13,0.0,0.0,2.752e-13,-0.1444,0.0,0.0,0.0,0.0002558,0.0,1.059e-06,0.0,0.0,0.0,0.0,-0.001648,0.0002355,1.424e-13,0.0,2.277e-13,-0.1103
1.999e-06,0.001017,2.086e-09,315.6,3.764e-14,989.1,-0.0198,-8.816,-17.6,-6.579,-13.63,-20.67,-9.065,-13.33,-17.63,-13.12,-13.36,-13.78,-18.81,-14.15,-10.19,0.0191,0.171,0.124,1.31e-10,1.35e-10,1.35e-10,0.0212,0.0836,0.0506,1.39e-10,1.4e-10,1.4e-10,2.0,2.0,0.05749,0.04026,0.0998,0.06175,6.139e-11,6.871e-11,6.319e-11,0.1142,0.06268,6.869e-11,6.77e-11,6.319e-11,0.1135,0.05256,-0.09354,3.324e-11,2.964e-11,0.06321,2.963e-11,0.099,3.332e-11,2.903e-11,3.336e-11,0.1073,1.331e-11,0.06851,1.484e-11,1.408e-11,0.06856,1.531e-11,-0.1442,0.1264,1.528e-11,0.1271,1.406e-11,0.08966
8.891999999999999e-06,0.002435,2.51e-09,612.9,4.0320000000000004e-13,838.3,-0.0196,-39.95,-39.78,-6.601,-51.69,-40.38,-9.111,-55.65,-48.92,-13.17,-60.96,-60.03,-18.87,-67.2,-71.98,0.00913,0.048,0.0407,1.12e-10,1.17e-10,1.17e-10,0.0038,0.0109,0.00972,6.59e-11,8.9e-11,8.9e-11,1.0,2.0,7.513e-05,-0.007844,0.01461,0.0002172,3.907e-11,7.146e-12,3.822e-11,0.01479,-0.02254,3.401e-12,5.596e-12,3.848e-11,0.0,2.755e-05,-0.008259,2.876e-13,0.0,0.0,2.934e-13,-0.02983,0.0,0.0,0.0,3.021e-05,0.0,7.408e-06,0.0,0.0,0.0,0.0,-0.005359,3.874e-05,2.4e-13,0.0,8.39e-14,-0.02095
1.2239999999999998e-06,0.00178,4.508e-10,102.2,9.643000000000001e-14,1249.0,-0.0198,-24.04,-48.36,-6.579,-26.37,-46.61,-9.068,-27.75,-46.95,-13.13,-31.08,-49.57,-18.81,-35.37,-52.51,0.112,0.147,0.139,1.34e-10,1.36e-10,1.36e-10,0.00951,0.0131,0.0127,1.41e-10,1.42e-10,1.42e-10,2.0,2.0,0.01274,0.01237,0.1134,0.01295,6.229e-11,6.776e-11,6.351e-11,0.1298,0.07179,6.776e-11,6.641e-11,6.362e-11,0.08041,0.01078,0.005806,3.107e-11,2.622e-11,0.01288,2.605e-11,-0.003545,2.966e-11,2.433e-11,3.11e-11,0.0716,0.0,0.005108,1.069e-11,0.0,0.005581,1.202e-11,-0.002767,0.002415,1.144e-11,0.0,1.946e-12,-0.06406
2.314e-06,0.0009531,2.577e-09,835.1,5.506000000000001e-13,1236.0,-0.0197,-8.679,-9.861,-6.58,-9.55,-1.297,-9.073,-12.03,-3.617,-13.14,-16.27,-7.835,-18.84,-22.67,-14.47,0.239,0.32,0.32,1.19e-10,1.22e-10,1.22e-10,0.162,0.146,0.146,1.07e-10,1.16e-10,1.15e-10,1.0,2.0,0.1888,0.1507,0.2573,0.19,5.462e-11,4.59e-11,5.299e-11,0.3088,0.1622,4.543e-11,4.607e-11,5.464e-11,0.1827,0.1192,0.07197,1.307e-11,2.201e-11,0.1269,2.105e-11,-0.02334,1.704e-11,1.882e-11,1.592e-11,0.1591,0.0,0.01028,0.0,0.0,0.0,0.0,-0.1182,0.0131,2.657e-12,0.0,1.845e-12,-0.1415
8.006e-06,0.0009557999999999,1.926e-09,1223.0,3.816000000000001e-13,973.8,-0.0196,-35.21,-31.06,-6.596,-44.77,-32.06,-9.108,-48.84,-40.37,-13.17,-55.34,-52.46,-18.87,-62.98,-66.03,0.435,0.433,0.432,1.15e-10,1.22e-10,1.22e-10,0.00216,0.0116,0.0116,1.08e-10,1.18e-10,1.18e-10,1.0,2.0,0.003943,-0.003866,0.3612,0.004053,3.705e-11,4.045e-11,4.569e-11,0.3673,0.1427,4.04e-11,2.758e-11,4.574e-11,0.0,1.881e-05,-0.01242,4.332e-13,0.0,0.0,7.017e-13,-0.3273,0.0,0.0,0.0,0.003857,0.0,2.665e-05,0.0,0.0,0.0,0.0,-0.008788,0.00157,7.607e-14,0.0,8.22e-14,-0.2658
6.089999999999999e-06,0.0009367999999999,1.653e-09,42.35,1.301e-13,972.6,-0.0197,-24.12,-48.25,-6.576,-20.5,-34.47,-9.068,-15.37,-21.76,-13.15,-12.22,-11.57,-18.89,-17.27,-15.33,0.318,0.384,0.371,1.37e-10,1.39e-10,1.39e-10,-0.0815,0.0264,0.026,3.84e-11,5.34e-11,7.33e-11,2.0,2.0,0.02597,-0.1505,0.358,0.02609,5.944e-11,4.864e-11,6.226e-11,0.3615,0.2379,4.848e-11,4.148e-11,6.226e-11,0.2094,0.007131,-0.2452,1.067e-11,2.412e-11,0.007311,2.408e-11,0.04231,4.405e-12,2.106e-11,1.108e-11,0.2076,0.0,0.001412,0.0,0.0,0.0,0.0,-0.1628,0.0007422,4.513e-13,0.0,1.042e-13,-0.3082
4.697e-06,0.001733,7.491e-10,390.3,3.831000000000001e-13,49.08,-0.0196,2.253,8.716,-6.585,-4.411,2.093,-9.092,-7.315,-0.905,-13.17,-13.02,-7.767,-18.89,-22.32,-20.5,0.0493,0.328,0.274,8.81e-11,1.04e-10,1.04e-10,0.24,0.668,0.581,8.91e-11,1.05e-10,1.04e-10,1.0,2.0,0.1289,-0.06934,0.0733,0.1297,2.413e-12,1.795e-11,1.906e-11,0.07697,-0.06671,1.793e-11,2.852e-12,1.909e-11,0.0,0.004359,-0.3809,4.098e-13,0.0,0.0,8.43e-13,-0.2067,0.0,0.0,0.0,0.00293,0.0,0.001098,0.0,0.0,0.0,0.0,-0.3684,0.0006771,1.072e-13,0.0,2.109e-13,-0.1962
2.692e-06,0.0008607999999999,1.688e-09,736.4,4.757e-13,1374.0,-0.0197,-4.392,-7.067,-6.579,-1.844,6.118,-9.076,-4.335,3.789,-13.14,-8.926,-1.058,-18.86,-16.18,-9.376,0.257,0.304,0.303,1.15e-10,1.22e-10,1.21e-10,0.244,0.146,0.146,9.79e-11,1.15e-10,1.15e-10,2.0,2.0,0.1771,0.1854,0.2772,0.1791,5.119e-11,3.883e-11,5.242e-11,0.3262,0.1768,3.854e-11,3.65e-11,5.345e-11,0.159,0.08486,0.091,5.52e-12,1.829e-11,0.0,1.742e-11,-0.04588,0.0,1.58e-11,0.0,0.1399,0.0,0.0004777,0.0,0.0,0.0,0.0,-0.2709,0.0002381,8.173e-14,0.0,2.305e-13,-0.2279
9.858e-06,0.000513,1.236e-09,244.3,2.0880000000000005e-13,1221.0,-0.0197,-10.74,-21.48,-6.585,-5.267,-3.951,-9.111,-9.048,-8.918,-13.17,-17.8,-22.44,-18.86,-28.14,-37.53,0.333,0.368,0.368,1.21e-10,1.27e-10,1.27e-10,-0.00205,0.0806,0.0693,8.96e-11,1.09e-10,1.09e-10,2.0,2.0,0.04001,-0.2127,0.2947,0.0,3.889e-11,0.0,4.819e-11,0.3013,0.07789,1.636e-11,0.0,4.819e-11,0.0,0.001445,-0.2075,1.463e-13,0.0,0.0,2.195e-14,-0.3112,0.0,0.0,0.0,0.001063,0.0,0.0004593,0.0,0.0,0.0,0.0,-0.1768,0.001537,1.086e-13,0.0,3.026e-13,-0.1976
8.724e-06,0.001811,3.694e-10,79.36,2.0250000000000002e-13,121.7,-0.0197,-5.748,-11.52,-6.586,-11.86,-17.19,-9.096,-14.11,-19.21,-13.17,-20.12,-27.2,-18.87,-29.71,-40.72,-0.0305,0.177,0.164,7.24e-11,9.22e-11,9.21e-11,-0.00392,0.0974,0.0897,8.4e-11,9.99e-11,9.98e-11,2.0,2.0,0.0002862,-0.074,0.0001496,0.0,0.0,0.0,9.598e-14,0.0,-0.1826,7.018e-13,0.0,0.0,0.0,0.0004903,-0.09773,3.23e-13,0.0,0.0,5.986e-13,-0.1851,0.0,0.0,0.0,0.0005889,0.0,0.0002243,0.0,0.0,0.0,0.0,-0.07277,0.0001977,2.204e-13,0.0,3.4e-13,-0.1429
6.646e-06,0.0009858999999999,1.636e-09,1115.0,5.507000000000002e-13,432.3,-0.0196,-29.26,-21.6,-6.59,-36.31,-23.48,-9.101,-39.95,-29.83,-13.17,-46.63,-41.32,-18.88,-55.92,-56.3,0.698,0.698,0.698,1.37e-10,1.38e-10,1.38e-10,0.0406,0.0491,0.0491,1.31e-10,1.33e-10,1.33e-10,1.0,2.0,0.02655,-0.005006,0.5622,0.0268,6.403e-11,6.133e-11,6.523e-11,0.57,0.267,6.129e-11,5.785e-11,6.527e-11,0.0,5.517e-05,-0.03723,7.79e-13,0.0,0.0,4.603e-12,-0.4445,0.0,0.0,0.0,0.05091,0.0,8.673e-05,0.0,0.0,0.0,0.0,-0.02451,0.002711,3.93e-13,0.0,4.52e-13,-0.2841
1.393e-06,0.001263,1.8429999999999997e-09,375.3,6.312000000000001e-13,870.7,-0.0198,-7.806,-15.41,-6.579,-8.165,-9.492,-9.069,-10.41,-11.5,-13.13,-13.88,-14.42,-18.81,-17.69,-16.59,0.142,0.295,0.249,1.21e-10,1.25e-10,1.25e-10,0.0864,0.126,0.126,1.14e-10,1.18e-10,1.18e-10,2.0,2.0,0.12,0.05984,0.1606,0.1429,4.889e-11,5.051e-11,5.188e-11,0.2045,0.04331,4.973e-11,5.182e-11,5.23e-11,0.0,0.07618,-0.004838,1.795e-11,0.0,0.08763,1.474e-11,-0.07142,2.21e-11,0.0,1.813e-11,0.06664,0.0,0.002529,0.0,0.0,0.0,0.0,-0.05406,0.00109,2.96e-12,0.0,4.802e-14,-0.1458
7.117e-06,0.0009002999999999,1.8409999999999997e-09,1073.0,5.535e-13,562.9,-0.0196,-24.5,-18.33,-6.592,-30.62,-18.08,-9.103,-34.52,-25.15,-13.17,-41.74,-37.4,-18.87,-51.88,-53.29,0.622,0.624,0.623,1.25e-10,1.29e-10,1.29e-10,0.0162,0.0728,0.0728,1.13e-10,1.21e-10,1.21e-10,1.0,2.0,0.02654,-0.05141,0.469,0.02661,5.445e-11,4.476e-11,5.769e-11,0.4752,0.2074,4.472e-11,3.796e-11,5.781e-11,0.0,0.0002044,-0.08806,1.253e-12,0.0,0.0,4.19e-12,-0.404,0.0,0.0,0.0,0.001138,0.0,0.0001695,0.0,0.0,0.0,0.0,-0.0574,0.001273,6.753e-13,0.0,4.853e-13,-0.3071
7.236999999999999e-06,0.001219,1.146e-09,1474.0,3.449e-13,1146.0,-0.0196,-48.63,-44.15,-6.593,-50.57,-36.83,-9.105,-53.51,-43.64,-13.17,-58.32,-53.92,-18.87,-64.53,-66.06,0.335,0.348,0.348,1.18e-10,1.25e-10,1.25e-10,-0.000861,0.0,0.000348,0.0,0.0,3.85e-11,1.0,2.0,1.032e-05,-0.002384,0.3525,0.0,4.27e-11,0.0,4.873e-11,0.3568,0.1749,1.118e-12,0.0,4.875e-11,0.0,2.637e-06,-0.001819,7.54e-14,0.0,0.0,1.483e-13,-0.307,0.0,0.0,0.0,0.000398,0.0,8.421e-07,0.0,0.0,0.0,0.0,-0.001467,0.001038,1.124e-13,0.0,2.177e-13,-0.2513
7.073e-06,0.002495,2.5730000000000003e-10,1219.0,4.1110000000000004e-13,969.4,-0.0198,-41.98,-37.91,-6.597,-50.4,-37.3,-9.105,-53.62,-44.31,-13.17,-58.93,-55.03,-18.88,-65.66,-67.66,0.0192,0.0532,0.045,1.11e-10,1.17e-10,1.16e-10,-0.00016,0.0,6.11e-07,0.0,0.0,1.72e-12,1.0,2.0,5.212e-07,-0.000173,0.02266,0.0,4.512e-11,0.0,4.305e-11,0.02388,-0.0107,3.615e-13,0.0,4.416e-11,0.0,9.706e-07,-0.0001599,2.971e-13,0.0,0.0,6.31e-13,-0.03269,0.0,0.0,0.0,0.0001105,0.0,2.137e-07,0.0,0.0,0.0,0.0,-0.0001125,8.735e-06,6.481e-14,0.0,6.609e-14,-0.02527
4.99e-06,0.002004,1.677e-09,153.1,8.108e-13,446.5,-0.0197,-7.785,-15.55,-6.579,-5.056,-3.54,-9.084,-6.794,-4.481,-13.16,-10.28,-7.203,-18.89,-16.8,-14.02,0.136,0.265,0.234,1.28e-10,1.3e-10,1.3e-10,0.111,0.124,0.124,1.16e-10,1.23e-10,1.23e-10,2.0,2.0,0.129,0.08138,0.1462,0.1294,5.228e-11,4.687e-11,5.423e-11,0.1621,-0.0004398,4.677e-11,3.731e-11,5.437e-11,0.0,0.04426,-0.03223,1.316e-11,0.0,0.04616,3.106e-12,-0.1255,1.224e-11,0.0,1.368e-11,0.004498,0.0,0.0003606,0.0,0.0,0.0,0.0,-0.1422,0.0005225,1.233e-13,0.0,1.224e-13,-0.128
6.624e-06,0.002068,2.5710000000000003e-09,1246.0,4.3200000000000003e-13,206.1,-0.0196,-53.65,-42.3,-6.592,-51.3,-38.38,-9.102,-53.39,-43.12,-13.17,-57.96,-52.69,-18.88,-64.2,-64.66,-0.00311,0.145,0.123,1.13e-10,1.21e-10,1.21e-10,-0.000418,0.000293,0.000271,1.7e-11,5.5e-11,5.49e-11,1.0,2.0,4.65e-06,-0.0008524,0.05616,0.0,3.229e-11,0.0,3.984e-11,0.05763,-0.06732,8.132e-13,0.0,4.001e-11,0.0,1.927e-06,-0.0006872,3.966e-13,0.0,0.0,3.102e-13,-0.1169,0.0,0.0,0.0,0.0003913,0.0,1.178e-06,0.0,0.0,0.0,0.0,-0.0004906,0.0008003,3.606e-13,0.0,6.475e-13,-0.09129
7.261999999999999e-06,0.0025,2.713e-09,1496.0,5.956000000000001e-13,1027.0,-0.0202,-26.88,-22.49,-6.616,-50.98,-39.89,-9.109,-56.9,-49.56,-13.17,-61.91,-59.8,-18.87,-67.45,-71.13,0.00779,0.044,0.0361,9.82e-11,1.04e-10,1.03e-10,-0.0002,0.0,9.37e-05,0.0,0.0,6.07e-11,1.0,2.0,6.537e-07,-0.0002302,0.01242,0.0,3.159e-11,0.0,2.741e-11,0.01336,-0.01732,5.311e-13,0.0,2.796e-11,0.0,4.578e-07,-0.0001851,2.854e-13,0.0,0.0,7.207e-13,-0.03178,0.0,0.0,0.0,0.0003674,0.0,5.627e-07,0.0,0.0,0.0,0.0,-0.0001331,8.711e-05,2.291e-13,0.0,1.434e-13,-0.02397
8.632999999999998e-06,0.001593,1.9130000000000003e-09,506.9,1.4850000000000002e-13,1037.0,-0.0196,-15.95,-19.01,-6.597,-18.64,-11.43,-9.11,-22.85,-15.68,-13.17,-30.95,-29.62,-18.87,-41.88,-46.42,0.194,0.272,0.271,1.37e-10,1.38e-10,1.38e-10,-0.298,0.17,0.0929,1.23e-10,1.29e-10,1.29e-10,1.0,2.0,0.1141,-0.2128,0.266,0.1148,5.807e-11,3.174e-11,6.1e-11,0.2685,0.1651,3.172e-11,1.512e-11,6.101e-11,0.01571,0.001219,-0.2868,1.461e-13,1.291e-11,0.0,1.256e-11,-0.1233,0.0,7.958e-12,0.0,0.01261,0.0,0.0008902,0.0,0.0,0.0,0.0,-0.2377,0.0003326,1.769e-13,0.0,1.803e-13,-0.1243
3.455e-06,0.001908,1.534e-09,573.4,8.412000000000001e-13,424.7,-0.0197,-19.76,-17.59,-6.582,-23.9,-15.34,-9.079,-26.51,-17.9,-13.15,-31.13,-23.17,-18.86,-38.44,-32.45,0.205,0.349,0.315,1.29e-10,1.33e-10,1.33e-10,0.346,0.359,0.358,1.2e-10,1.25e-10,1.25e-10,1.0,2.0,0.3475,0.2632,0.2206,0.3682,5.323e-11,5.666e-11,5.716e-11,0.2484,0.06834,5.596e-11,5.56e-11,5.72e-11,0.04414,0.1233,-0.06143,1.714e-11,1.245e-11,0.1245,1.183e-11,-0.111,1.372e-11,7.216e-12,1.733e-11,0.04341,0.0,0.001147,0.0,0.0,0.0,0.0,-0.2339,0.00112,4.77e-13,0.0,4.356e-13,-0.159
7.97e-06,0.002183,2.062e-09,1284.0,6.930000000000002e-13,1123.0,-0.0197,-48.58,-44.33,-6.598,-54.47,-41.83,-9.108,-57.36,-49.28,-13.17,-61.87,-59.39,-18.87,-67.8,-71.22,0.0214,0.0778,0.0618,7.57e-11,8.75e-11,8.71e-11,-0.000272,0.0,3.48e-07,0.0,0.0,4.15e-13,1.0,2.0,4.545e-07,-0.0002234,0.007732,0.0,1.798e-11,0.0,1.656e-11,0.00784,-0.05953,1.802e-13,0.0,1.657e-11,0.0,2.689e-07,-0.0001846,1.436e-13,0.0,0.0,3.101e-13,-0.08596,0.0,0.0,0.0,0.000163,0.0,3.217e-07,0.0,0.0,0.0,0.0,-0.0001351,0.0001329,1.255e-13,0.0,1.453e-13,-0.05341
9.791e-06,0.002408,1.24e-09,1145.0,1.5030000000000005e-13,1325.0,-0.0196,-46.11,-44.52,-6.605,-39.34,-28.55,-9.111,-44.14,-38.55,-13.17,-52.58,-53.25,-18.86,-63.3,-70.1,0.00626,0.0345,0.0305,1.25e-10,1.3e-10,1.3e-10,-0.000564,0.0,1.66e-05,0.0,0.0,3.09e-11,1.0,2.0,1.272e-07,-0.0004486,0.01716,0.0,6.011e-11,0.0,6.015e-11,0.01717,-0.01028,2.306e-14,0.0,6.069e-11,0.0,1.099e-06,-0.0003897,3.239e-13,0.0,0.0,1.65e-12,-0.02367,0.0,0.0,0.0,3.398e-05,0.0,1.468e-06,0.0,0.0,0.0,0.0,-0.0002635,0.0001057,4.468e-13,0.0,3.656e-13,-0.01426
9.6e-06,0.0021349999999999,2.108e-09,842.6,6.315000000000001e-13,803.5,-0.0195,-47.3,-44.17,-6.604,-58.17,-47.18,-9.111,-60.24,-54.56,-13.17,-64.0,-64.16,-18.86,-69.57,-75.62,-0.00633,0.0837,0.0704,8.54e-11,9.55e-11,9.52e-11,-0.000565,0.00105,0.00105,7.45e-11,8.79e-11,8.76e-11,1.0,2.0,4.927e-06,-0.001671,0.005386,0.0,1.163e-11,0.0,1.227e-11,0.005515,-0.0735,3.47e-13,0.0,7.782e-12,0.0,1.31e-06,-0.001254,1.205e-13,0.0,0.0,1.045e-13,-0.07206,0.0,0.0,0.0,6.022e-05,0.0,8.223e-07,0.0,0.0,0.0,0.0,-0.0008706,0.0001281,1.037e-13,0.0,6.185e-13,-0.04838
3.749e-06,0.002204,3.77e-10,748.1,7.604000000000002e-13,38.65,-0.0197,-33.09,-23.05,-6.582,-39.84,-29.72,-9.08,-42.64,-32.66,-13.15,-47.12,-38.44,-18.87,-53.34,-48.07,-0.0413,0.152,0.121,9.02e-11,1.06e-10,1.06e-10,-0.0103,0.0225,0.0183,9.04e-11,1.05e-10,1.05e-10,1.0,2.0,0.005136,-0.01429,0.04019,0.005316,8.596e-12,2.193e-11,2.342e-11,0.04139,-0.0724,2.189e-11,6.889e-12,2.346e-11,0.0,0.0001311,-0.01985,5.048e-13,0.0,0.0,2.754e-13,-0.1299,0.0,0.0,0.0,0.0009187,0.0,2.525e-05,0.0,0.0,0.0,0.0,-0.01614,7.485e-05,1.87e-13,0.0,1.318e-13,-0.1079
7.176e-06,0.001264,8.252999999999998e-10,1444.0,7.998e-13,1374.0,-0.0196,-50.5,-46.0,-6.593,-59.98,-46.39,-9.105,-58.67,-48.94,-13.17,-60.33,-55.9,-18.88,-65.09,-66.54,0.309,0.309,0.307,8.53e-11,9.46e-11,9.45e-11,0.00106,0.00175,0.00164,9.5e-11,1.02e-10,1.02e-10,1.0,2.0,0.0006736,0.0003386,0.1574,0.0006891,2.592e-11,2.582e-11,2.276e-11,0.1594,0.05104,2.573e-11,2.968e-11,2.763e-11,0.0,7.844e-06,-0.001354,2.765e-13,0.0,0.0,1.176e-12,-0.366,0.0,0.0,0.0,0.002176,0.0,3.081e-06,0.0,0.0,0.0,0.0,-0.001197,0.0005791,2.543e-13,0.0,5.363e-14,-0.2879
4.125e-06,0.002421,2.162e-10,982.7,1.54e-13,326.2,-0.0197,-45.83,-38.4,-6.583,-48.32,-38.93,-9.083,-49.2,-38.53,-13.16,-52.38,-43.04,-18.87,-57.4,-52.4,-0.00784,0.0748,0.0593,1.11e-10,1.2e-10,1.2e-10,-0.000755,0.00105,0.000839,7.53e-11,9.47e-11,9.46e-11,1.0,2.0,9.881e-06,-0.001125,0.03226,0.0,3.359e-11,0.0,4.303e-11,0.03875,-0.02292,9.635e-13,0.0,4.31e-11,0.0,5.361e-06,-0.00108,9.363e-13,0.0,0.0,1.432e-12,-0.05341,0.0,0.0,0.0,0.001066,0.0,2.107e-06,0.0,0.0,0.0,0.0,-0.0007798,0.0003398,1.543e-14,0.0,3.211e-13,-0.05484
8.755e-06,0.002178,2.673e-09,486.3,2.1290000000000006e-13,1240.0,-0.0196,-29.09,-33.66,-6.599,-32.96,-23.43,-9.11,-37.56,-30.24,-13.17,-45.66,-44.33,-18.87,-56.22,-60.53,0.0384,0.0987,0.0839,1.08e-10,1.17e-10,1.17e-10,-0.00307,0.0514,0.0486,9.26e-11,1.1e-10,1.1e-10,1.0,2.0,0.03568,-0.1046,0.04318,0.03662,4.389e-11,1.421e-11,4.738e-11,0.04366,-0.01511,1.421e-11,-1.243e-11,4.782e-11,0.0,0.0001673,-0.1016,1.129e-13,0.0,0.001229,5.899e-13,-0.051,-2.082e-11,0.0,7.681e-13,6.597e-05,0.0,7.43e-05,0.0,0.0,0.0,0.0,-0.06517,1.44e-05,5.532e-14,0.0,7.836e-14,-0.03701
1.4e-06,0.001669,2.434e-09,687.9,1.0960000000000001e-13,246.1,-0.0197,-12.72,-11.98,-6.58,-19.01,-17.82,-9.069,-21.09,-19.15,-13.13,-24.64,-21.69,-18.82,-29.83,-25.56,-0.00925,0.192,0.144,9.91e-11,1.12e-10,1.12e-10,0.014,0.171,0.126,1.1e-10,1.19e-10,1.19e-10,1.0,2.0,0.07017,0.008082,0.06698,0.09409,2.915e-11,4.603e-11,3.666e-11,0.08764,-0.01907,4.598e-11,4.624e-11,3.673e-11,0.0,0.04307,0.008919,1.432e-11,0.0,0.0,2.194e-12,-0.08442,0.0,0.0,0.0,0.00759,0.0,0.02718,7.412e-12,0.0,0.02761,8.428e-12,0.0007502,0.0006828,8.309e-12,0.0,1.83e-13,-0.07924
1.964e-06,0.001817,1.549e-09,551.2,8.075e-13,1303.0,-0.0197,-14.02,-18.57,-6.58,-14.71,-10.27,-9.072,-17.17,-12.64,-13.13,-21.26,-16.6,-18.83,-27.11,-22.14,0.127,0.245,0.211,1.11e-10,1.14e-10,1.13e-10,0.0929,0.0911,0.0909,9.46e-11,9.99e-11,9.97e-11,1.0,2.0,0.1431,0.06962,0.1338,0.1615,4.162e-11,3.904e-11,4.389e-11,0.1685,0.06088,3.744e-11,3.816e-11,4.408e-11,0.0,0.06691,-0.05765,8.325e-12,0.0,0.0,7.948e-12,-0.08022,0.0,0.0,0.0,0.0262,0.0,0.0008468,0.0,0.0,0.0,0.0,-0.192,0.0001282,7.985e-14,0.0,6.335e-14,-0.1542
6.352999999999999e-06,0.001413,2.129e-10,1117.0,8.101000000000002e-13,57.09,-0.0196,-39.38,-26.09,-6.59,-47.15,-34.49,-9.1,-50.82,-40.5,-13.17,-55.81,-50.06,-18.88,-61.98,-61.9,0.181,0.491,0.44,8.73e-11,1.03e-10,1.03e-10,0.000628,0.00992,0.00942,7.86e-11,9.65e-11,9.64e-11,1.0,2.0,4.249e-05,-0.007926,0.0126,0.0001672,0.0,1.396e-12,1.736e-12,0.0,-0.04071,7.734e-13,-2.177e-11,0.0,0.0,4.997e-05,-0.007576,3.933e-13,0.0,0.0,7.226e-14,-0.2605,0.0,0.0,0.0,0.0008377,0.0,6.123e-05,0.0,0.0,0.0,0.0,-0.006144,0.0009231,3.257e-13,0.0,1.873e-13,-0.2527
7.382999999999999e-06,0.0009450999999999,1.564e-09,1353.0,5.4840000000000015e-14,1342.0,-0.0196,-38.95,-36.4,-6.593,-35.86,-28.43,-9.103,-38.39,-29.36,-13.17,-44.76,-40.49,-18.87,-54.67,-56.6,0.19,0.256,0.23,1.32e-10,1.35e-10,1.35e-10,-0.00521,0.00178,0.00107,9.18e-11,1.05e-10,1.05e-10,1.0,2.0,0.0006225,-0.004864,0.1862,0.0,6.217e-11,0.0,6.375e-11,0.1959,0.126,1.206e-11,0.0,6.402e-11,0.1887,7.429e-05,-0.006255,3.226e-13,2.256e-11,0.0,2.251e-11,0.06259,0.0,2.052e-11,0.0,0.1816,0.0,1.661e-05,0.0,0.0,0.0,0.0,-0.006105,0.0002899,4.798e-14,0.0,1.212e-13,-0.2141
2.914e-06,0.0009042999999999,9.411e-10,95.0,3.0740000000000003e-14,1296.0,-0.0198,-20.02,-40.05,-6.579,-24.41,-42.28,-9.066,-23.36,-37.71,-13.12,-21.77,-30.52,-18.81,-20.44,-22.43,0.0402,0.156,0.116,1.32e-10,1.35e-10,1.35e-10,0.00778,0.0215,0.0153,8.59e-11,3.2e-11,1.03e-10,2.0,2.0,0.01554,-0.04481,0.1067,0.01634,6.041e-11,6.925e-11,6.293e-11,0.1207,0.08324,6.922e-11,6.864e-11,6.307e-11,0.1246,0.01102,-0.07093,3.194e-11,2.943e-11,0.0134,2.906e-11,0.12,3.112e-11,2.875e-11,3.194e-11,0.1234,1.287e-11,0.01145,1.165e-11,1.372e-11,0.01149,1.319e-11,-0.07366,0.1094,1.261e-11,0.1115,1.372e-11,0.07304
