fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 28G,eye_maxWidth Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_2 28G,eye_height Vout_1 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_2 56G
8.173999999999998e-06,0.001421,9.202e-10,1088.0,5.672e-13,796.9,-0.01958,-43.29,-38.52,-6.597,-56.61,-44.12,-9.109,-58.0,-49.97,-13.17,-61.09,-58.68,-18.87,-66.41,-69.95,0.3512,0.391,0.3906,1.109e-10,1.184e-10,1.182e-10,0.004422,0.006349,0.006348,1.099e-10,1.173e-10,1.172e-10,1.0,2.0,0.1062,0.2478,3.494e-11,3.774e-11,0.001548,-0.001939,3.109e-11,4.524e-11,0.2532,0.001509,4.175e-11,4.492e-11,0.0,0.0,0.0,0.0,0.001024,0.0,4.28e-13,-0.2756,-0.003539,4.098e-06,1.986e-13,0.0,-0.003171,0.0,-0.2257,0.000473,1.517e-13,0.0,0.0,0.0,1.699e-06,2.811e-14,0.0,0.0
1.982e-06,0.0006443999999999,2.206e-09,1436.0,8.001000000000001e-13,311.8,-0.01973,-13.87,-6.347,-6.58,-19.58,-9.235,-9.071,-22.08,-11.7,-13.13,-26.28,-16.2,-18.83,-32.47,-23.46,0.2062,0.4702,0.3976,1.302e-10,1.331e-10,1.33e-10,0.03574,0.09203,0.07776,1.346e-10,1.365e-10,1.363e-10,1.0,2.0,0.05494,0.2626,6.082e-11,6.097e-11,0.06354,0.002329,5.785e-11,5.667e-11,0.3207,0.05239,5.154e-11,5.654e-11,0.1255,1.753e-11,2.116e-11,1.699e-11,0.1153,0.02524,2.085e-11,-0.07559,-0.02473,0.02386,1.751e-11,1.256e-11,-0.03342,0.0,-0.1602,7.509e-05,1.059e-13,0.0,0.0,0.0,0.0002254,8.722e-14,0.0,0.0
9.352e-06,0.0009186,1.651e-09,746.7,6.738e-13,899.5,-0.01959,-6.597,-5.228,-6.604,-9.437,0.7472,-9.113,-15.11,-9.578,-13.17,-24.02,-24.12,-18.87,-35.27,-41.24,0.3615,0.4665,0.4657,8.248e-11,9.711e-11,9.708e-11,-0.01371,0.2706,0.267,3.77e-11,6.813e-11,6.813e-11,1.0,2.0,-0.2758,0.05081,2.118e-12,0.0,0.0,-0.3472,0.0,1.696e-11,0.06357,0.003937,1.426e-11,1.261e-11,0.0,0.0,0.0,0.0,0.0006422,0.0,4.82e-13,-0.4174,-0.3392,0.003602,2.229e-13,0.0,-0.2898,0.0,-0.3039,0.001128,1.984e-13,0.0,0.0,0.0,0.0008831,2.335e-13,0.0,0.0
4.831e-06,0.0008799999999999,1.684e-09,823.7,2.414e-13,710.3,-0.01967,-6.228,-3.84,-6.583,-9.062,0.758,-9.09,-11.87,-1.533,-13.17,-17.71,-9.749,-18.88,-26.98,-23.57,0.4764,0.5142,0.5134,1.405e-10,1.411e-10,1.411e-10,0.2276,0.3245,0.3244,1.356e-10,1.378e-10,1.378e-10,1.0,2.0,0.4397,0.5141,5.828e-11,5.832e-11,0.3266,0.162,5.228e-11,6.612e-11,0.5143,0.3258,6.399e-11,6.609e-11,0.2744,2.899e-11,1.851e-11,1.053e-11,0.274,0.1041,1.843e-11,-0.0008103,0.0256,0.101,2.898e-11,2.692e-11,-0.2468,0.0,-0.2905,0.002312,1.881e-13,0.0,0.0,0.0,0.0006312,8.153e-14,0.0,0.0
2.206e-06,0.0009526,5.04e-10,745.3,4.883e-13,1026.0,-0.01973,-4.769,-6.153,-6.58,-4.787,2.322,-9.073,-7.256,-0.01055,-13.14,-11.67,-4.702,-18.84,-18.52,-12.64,0.2894,0.3576,0.3574,1.22e-10,1.256e-10,1.256e-10,0.2939,0.223,0.2224,1.04e-10,1.183e-10,1.183e-10,1.0,2.0,0.1847,0.2804,4.421e-11,4.447e-11,0.2512,0.2105,4.151e-11,5.643e-11,0.324,0.2503,5.514e-11,5.547e-11,0.1518,1.99e-11,1.245e-11,1.207e-11,0.1426,0.1062,9.25e-12,-0.07661,0.04185,0.1035,1.926e-11,1.656e-11,-0.2357,0.0,-0.2269,0.000707,1.037e-13,0.0,0.0,0.0,0.0004363,2.496e-14,0.0,0.0
4.966999999999999e-06,0.00223,1.2e-09,1148.0,8.654e-13,903.6,-0.01967,-55.79,-51.33,-6.586,-60.37,-46.86,-9.09,-58.16,-46.22,-13.16,-58.03,-49.67,-18.88,-61.23,-58.01,0.0329,0.1188,0.0963,1.029e-10,1.085e-10,1.078e-10,0.0002674,0.0008169,0.0006462,1.042e-10,1.079e-10,1.07e-10,1.0,2.0,-0.0344,0.04632,3.496e-11,3.524e-11,0.0003721,-0.000126,3.529e-11,3.518e-11,0.05388,0.0003346,3.669e-11,3.499e-11,0.0,0.0,0.0,0.0,0.0003719,0.0,6.173e-13,-0.09195,-0.0005706,1.804e-06,8.86e-13,0.0,-0.0005522,0.0,-0.07648,0.0001566,1.142e-13,0.0,0.0,0.0,1.837e-06,2.17e-13,0.0,0.0
3.306e-06,0.002182,1.458e-09,1291.0,4.143000000000001e-13,654.8,-0.01973,-55.43,-49.71,-6.583,-60.05,-47.65,-9.079,-57.84,-45.47,-13.15,-56.73,-45.78,-18.86,-58.01,-50.45,0.151,0.2294,0.2097,1.357e-10,1.368e-10,1.368e-10,0.0004193,0.001285,0.001047,1.286e-10,1.323e-10,1.323e-10,1.0,2.0,0.06367,0.1562,5.473e-11,5.489e-11,0.0008386,-4.464e-05,4.896e-11,6.387e-11,0.1776,0.0006575,6.308e-11,6.386e-11,0.06959,2.321e-11,1.21e-11,6.002e-12,0.06868,0.0002324,1.19e-11,-0.0568,-0.0002349,0.0002033,2.29e-11,2.025e-11,-0.000896,0.0,-0.1031,0.0005639,1.246e-13,0.0,0.0,0.0,1.629e-06,1.95e-13,0.0,0.0
4.785e-06,0.0005288999999999,2.424e-09,1091.0,9.625e-13,914.8,-0.01968,1.889,5.549,-6.588,1.413,12.91,-9.099,-2.38,8.179,-13.17,-9.142,-1.201,-18.89,-18.92,-15.47,0.3133,0.4322,0.3788,1.017e-10,1.077e-10,1.069e-10,0.2573,0.2657,0.2644,8.684e-11,9.288e-11,9.212e-11,2.0,2.0,0.1647,0.2274,2.612e-11,3.023e-11,0.2126,0.2263,3.255e-11,3.936e-11,0.2678,0.2003,4.155e-11,3.883e-11,0.02909,8.735e-12,1.804e-12,-4.217e-12,0.02819,0.008581,2.382e-13,-0.1841,-0.2295,0.002257,5.65e-12,1.074e-12,-0.2516,0.0,-0.2855,0.0002422,3.664e-14,0.0,0.0,0.0,0.0004009,1.141e-13,0.0,0.0
2.785e-06,0.0007712,8.134e-10,1186.0,3.708000000000001e-13,931.8,-0.01971,-16.52,-13.62,-6.581,-20.36,-9.693,-9.075,-22.9,-12.08,-13.14,-27.31,-17.21,-18.85,-34.08,-26.23,0.3764,0.3998,0.3996,1.289e-10,1.322e-10,1.322e-10,0.05014,0.0685,0.06847,1.237e-10,1.287e-10,1.287e-10,1.0,2.0,0.2378,0.3524,5.396e-11,5.401e-11,0.0722,0.04318,4.974e-11,6.129e-11,0.4031,0.0711,5.96e-11,6.127e-11,0.2125,2.35e-11,1.894e-11,1.874e-11,0.1981,0.03073,1.79e-11,-0.02713,-0.01652,0.0304,2.301e-11,2.2e-11,-0.07168,0.0,-0.2377,0.0002607,7.44e-14,0.0,0.0,0.0,0.0004659,2.238e-13,0.0,0.0
8.797e-06,0.001712,1.728e-09,629.1,7.241000000000001e-13,1335.0,-0.01957,-30.17,-32.01,-6.6,-33.62,-22.66,-9.11,-38.58,-32.12,-13.17,-46.87,-45.97,-18.87,-57.43,-62.28,0.1288,0.2115,0.2112,7.945e-11,8.834e-11,8.818e-11,-0.09342,0.04939,0.04803,1.834e-11,4.889e-11,4.844e-11,1.0,2.0,-0.1098,0.0199,6.307e-13,0.0,0.0,-0.1813,0.0,1.671e-11,0.02019,0.003071,1.233e-11,1.587e-11,0.0,0.0,0.0,0.0,0.0006377,0.0,1.528e-13,-0.2029,-0.1782,0.00047,1.517e-13,0.0,-0.1416,0.0,-0.1657,0.0002411,3.053e-13,0.0,0.0,0.0,0.0007143,6.9e-13,0.0,0.0
2.268e-06,0.002188,1.683e-09,559.2,1.1960000000000004e-13,966.0,-0.01972,-21.99,-25.72,-6.58,-25.12,-22.83,-9.072,-26.76,-22.16,-13.13,-30.62,-24.96,-18.83,-36.6,-30.54,0.1668,0.1839,0.1835,1.364e-10,1.38e-10,1.38e-10,0.09524,0.1193,0.1148,1.417e-10,1.419e-10,1.419e-10,1.0,2.0,0.1562,0.1698,6.672e-11,6.672e-11,0.1165,0.135,6.455e-11,6.688e-11,0.1791,0.1135,6.603e-11,6.688e-11,0.137,3.112e-11,2.717e-11,2.443e-11,0.1248,0.1163,2.716e-11,0.04028,0.04965,0.1161,3.105e-11,3.01e-11,-0.02954,0.03233,-0.05534,0.03131,8.798e-12,9.032e-12,6.462e-12,6.256e-12,0.03182,7.426e-12,0.03138,7.43e-12
7.825e-06,0.002225,2.693e-09,664.8,1.0400000000000001e-13,1047.0,-0.01959,-39.76,-40.77,-6.596,-42.07,-35.11,-9.107,-45.39,-36.5,-13.17,-52.17,-48.77,-18.87,-61.38,-64.04,0.02858,0.05933,0.05543,1.388e-10,1.396e-10,1.396e-10,0.00691,0.009158,0.009151,1.328e-10,1.355e-10,1.354e-10,1.0,2.0,-0.004257,0.04249,5.906e-11,5.911e-11,0.005395,0.0003844,5.697e-11,6.41e-11,0.04503,0.005311,6.3e-11,6.403e-11,0.008354,1.906e-11,0.0,0.0,0.008122,0.0,2.235e-12,-0.03687,-0.005627,1.999e-05,1.902e-11,1.553e-11,-0.003863,0.0,-0.03139,0.0001274,2.197e-13,0.0,0.0,0.0,2.482e-05,6.463e-13,0.0,0.0
5.306e-06,0.002072,2.797e-09,425.6,1.705e-13,206.2,-0.01965,-11.08,-6.954,-6.585,-17.28,-11.74,-9.092,-19.74,-12.44,-13.17,-25.25,-18.12,-18.88,-34.39,-31.05,-0.01234,0.1369,0.1092,1.009e-10,1.129e-10,1.128e-10,0.07716,0.2432,0.2065,1.24e-10,1.293e-10,1.292e-10,1.0,2.0,-0.04754,0.04766,5.527e-11,5.529e-11,0.1883,0.06393,5.164e-11,3.33e-11,0.05304,0.1773,2.333e-11,3.331e-11,0.0,0.0,1.979e-11,1.712e-11,6.713e-05,0.07033,1.97e-11,-0.1406,-0.09733,0.06965,7.62e-14,0.0,-0.1779,0.0,-0.08849,0.0002244,1.001e-13,0.0,0.0,0.0,0.0003748,1.497e-13,0.0,0.0
2.459e-06,0.0006222,2.917e-12,514.1,2.378e-13,52.66,-0.01972,3.73,7.499,-6.58,-2.818,0.9657,-9.073,-5.3,-1.499,-13.14,-9.522,-5.841,-18.84,-16.27,-13.56,0.008491,0.3769,0.2961,8.953e-11,1.05e-10,1.049e-10,0.1431,0.551,0.4411,8.96e-11,1.054e-10,1.054e-10,2.0,2.0,-0.09757,0.1007,2.46e-11,0.0,0.0,-0.0263,0.0,0.0,0.0,0.1496,0.0,2.43e-11,0.0,0.0,0.0,0.0,0.001251,0.0,1.85e-14,-0.2492,-0.2742,0.001295,5.568e-13,0.0,-0.3381,0.0,-0.2186,0.00112,4.243e-14,0.0,0.0,0.0,0.001738,4.359e-13,0.0,0.0
6.064e-06,0.00245,1.916e-09,502.9,3.7070000000000003e-13,352.8,-0.01963,-27.41,-24.11,-6.588,-33.41,-24.04,-9.097,-36.72,-27.49,-13.17,-43.09,-37.51,-18.88,-52.55,-51.99,0.01542,0.0671,0.05785,1.276e-10,1.318e-10,1.318e-10,0.1299,0.1483,0.1462,1.292e-10,1.335e-10,1.335e-10,1.0,2.0,-0.02475,0.03478,5.609e-11,5.61e-11,0.105,0.03721,5.199e-11,5.322e-11,0.03625,0.1025,4.739e-11,5.322e-11,0.0,0.0,4.065e-12,-1.641e-12,6.056e-05,0.001092,3.971e-12,-0.04935,-0.08416,0.001076,1.65e-13,0.0,-0.05971,0.0,-0.03567,0.0002866,4.872e-13,0.0,0.0,0.0,5.627e-05,9.143e-14,0.0,0.0
3.234e-06,0.002424,2.6720000000000003e-09,1414.0,9.588000000000001e-13,1358.0,-0.01994,-33.86,-29.85,-6.595,-69.78,-56.87,-9.087,-61.56,-49.05,-13.15,-58.64,-47.57,-18.86,-59.29,-51.52,0.028,0.09517,0.074,9.727e-11,1.011e-10,9.761e-11,2.957e-05,0.0002468,0.0001671,7.229e-11,7.26e-11,6.904e-11,1.0,2.0,-0.0151,0.03995,2.104e-11,2.176e-11,0.000156,-7.118e-05,2.433e-11,3.513e-11,0.04986,0.0001087,3.495e-11,3.505e-11,0.0,0.0,4.973e-12,1.349e-12,0.001689,5.049e-05,3.851e-12,-0.0884,-0.00023,4.285e-05,1.11e-12,0.0,-0.0005524,0.0,-0.07094,0.0001095,1.667e-13,0.0,0.0,0.0,4.598e-06,1.876e-13,0.0,0.0
7.731e-06,0.0008777,3.208e-10,1455.0,8.215000000000001e-13,1364.0,-0.01959,-39.84,-35.21,-6.595,-47.23,-34.27,-9.107,-50.89,-42.08,-13.17,-56.68,-53.3,-18.87,-63.59,-66.17,0.2577,0.3432,0.3425,7.439e-11,8.454e-11,8.442e-11,-0.0006746,0.004313,0.004312,6.174e-11,7.364e-11,7.336e-11,1.0,2.0,-0.091,0.05124,1.306e-12,0.0,0.0,-0.005884,0.0,1.999e-11,0.0516,4.981e-05,1.516e-11,1.859e-11,0.0,0.0,0.0,0.0,0.001647,0.0,4.198e-13,-0.4234,-0.006677,2.549e-05,9.112e-13,0.0,-0.00517,0.0,-0.3243,0.001444,2.176e-13,0.0,0.0,0.0,3.222e-05,3.757e-13,0.0,0.0
7.074e-06,0.002005,1.159e-09,940.7,9.697000000000002e-13,635.2,-0.0196,-46.1,-40.84,-6.593,-55.78,-42.97,-9.104,-57.01,-47.69,-13.17,-59.81,-55.6,-18.88,-64.9,-66.47,0.05346,0.181,0.1537,1.042e-10,1.098e-10,1.087e-10,0.0007895,0.00297,0.002669,9.604e-11,1.03e-10,1.029e-10,1.0,2.0,-0.08237,0.05365,2.001e-11,2.009e-11,0.0001904,-0.002302,1.601e-11,3.07e-11,0.05764,0.0001799,2.822e-11,3.055e-11,0.0,0.0,0.0,0.0,0.0003092,0.0,1.001e-13,-0.1326,-0.002609,2.802e-06,2.171e-13,0.0,-0.001803,0.0,-0.1048,5.592e-05,2.788e-14,0.0,0.0,0.0,5.684e-06,2.442e-13,0.0,0.0
5.148e-06,0.0020299999999999,4.722e-10,419.6,9.932e-13,609.4,-0.01966,-12.08,-13.08,-6.586,-13.79,-5.056,-9.093,-16.97,-9.008,-13.17,-23.05,-17.66,-18.88,-32.61,-31.68,0.08354,0.2113,0.1801,1.144e-10,1.178e-10,1.171e-10,0.2205,0.1971,0.1953,6.968e-11,9.614e-11,9.6e-11,1.0,2.0,-0.04058,0.09708,2.482e-11,2.508e-11,0.1385,-0.02657,1.759e-11,4.261e-11,0.1085,0.1344,3.852e-11,4.222e-11,0.0,0.0,0.0,0.0,0.001213,0.0,1.694e-12,-0.143,-0.313,0.007088,6.399e-13,0.0,-0.254,0.0,-0.1182,0.0003153,8.868e-14,4.275e-13,0.0,-1.173e-11,0.0009021,2.502e-13,0.00123,0.0
4.676e-06,0.001081,2.308e-09,1269.0,9.616e-13,1160.0,-0.01966,-36.38,-32.1,-6.584,-41.47,-27.96,-9.087,-44.18,-31.86,-13.16,-48.84,-39.51,-18.88,-55.47,-50.91,0.2533,0.3777,0.3766,1.022e-10,1.067e-10,1.063e-10,0.001929,0.008464,0.008373,9.26e-11,9.833e-11,9.816e-11,1.0,2.0,0.1832,0.2883,3.248e-11,3.624e-11,0.007976,0.0009513,3.509e-11,4.048e-11,0.3274,0.007687,4.112e-11,3.83e-11,0.0,0.0,0.0,0.0,0.02259,0.0,1.573e-12,-0.2281,-0.01034,0.0003262,3.653e-12,0.0,-0.01106,0.0,-0.3264,0.001644,1.938e-13,0.0,0.0,0.0,3.009e-05,1.1e-13,0.0,0.0
1.718e-06,0.001435,2.468e-09,1367.0,4.888000000000001e-13,1256.0,-0.01973,-39.01,-37.16,-6.58,-43.59,-33.8,-9.07,-45.81,-35.94,-13.13,-49.01,-39.27,-18.82,-52.5,-43.38,0.201,0.2747,0.2678,1.221e-10,1.246e-10,1.244e-10,0.004051,0.00548,0.005473,1.154e-10,1.198e-10,1.198e-10,1.0,2.0,0.1083,0.1971,5.093e-11,5.254e-11,0.006137,0.003001,5.282e-11,5.426e-11,0.2429,0.004733,5.452e-11,5.33e-11,0.1288,2.109e-11,2.043e-11,1.835e-11,0.1176,0.003873,2.013e-11,-0.03384,-0.000802,0.003036,2.001e-11,1.859e-11,-0.002802,0.0,-0.09852,0.00388,2.342e-12,0.0,0.0,0.0,0.0003024,1.07e-12,0.0,0.0
5.663e-06,0.001382,2.395e-09,657.2,9.747e-13,605.8,-0.01964,-17.32,-14.82,-6.587,-21.1,-9.908,-9.095,-24.4,-14.54,-13.17,-30.65,-24.07,-18.88,-40.27,-38.43,0.3727,0.4858,0.4857,1.198e-10,1.228e-10,1.224e-10,0.3146,0.3241,0.3231,9.863e-11,1.054e-10,1.054e-10,1.0,2.0,0.1663,0.3497,3.894e-11,3.986e-11,0.3153,0.2446,3.655e-11,4.801e-11,0.376,0.3104,4.523e-11,4.798e-11,0.0,0.0,0.0,0.0,0.003598,0.0,5.934e-13,-0.2889,-0.3511,0.001209,5.014e-13,0.0,-0.2561,0.006232,-0.2523,0.001921,1.948e-13,0.0,-1.147e-11,0.0,0.001989,9.729e-13,0.0,6.323e-13
9.186e-06,0.001342,1.031e-09,1481.0,9.845e-13,803.7,-0.01955,-53.01,-45.52,-6.602,-58.34,-46.68,-9.111,-60.06,-53.48,-13.17,-63.63,-62.82,-18.87,-69.15,-74.35,0.3005,0.4197,0.4195,9.153e-11,9.779e-11,9.771e-11,-0.0009356,0.0,7.624e-06,0.0,0.0,2.043e-12,1.0,2.0,-0.1837,0.03244,6.805e-14,0.0,0.0,-0.001007,0.0,0.0,0.0,2.14e-06,0.0,7.922e-12,0.0,0.0,0.0,0.0,0.002054,0.0,4.964e-13,-0.2964,-0.0008193,2.61e-06,3.324e-13,0.0,-0.0006559,0.0,-0.2546,0.001982,8.429e-13,0.0,0.0,0.0,2.251e-06,2.561e-13,0.0,0.0
5.97e-06,0.0009187999999999,1.4230000000000002e-09,83.71,1.28e-13,787.5,-0.01972,-16.85,-33.71,-6.576,-16.42,-26.32,-9.07,-13.71,-18.46,-13.16,-13.38,-13.77,-18.89,-18.81,-18.54,0.3544,0.4159,0.4056,1.335e-10,1.36e-10,1.36e-10,-0.0134,0.06607,0.06568,1.366e-10,1.384e-10,1.384e-10,2.0,2.0,0.3117,0.381,6.491e-11,6.494e-11,0.04894,-0.1451,6.257e-11,6.225e-11,0.3842,0.01388,5.869e-11,6.224e-11,0.219,2.525e-11,1.761e-11,1.136e-11,0.2178,0.02809,1.755e-11,0.0651,-0.1285,0.02364,2.515e-11,2.287e-11,-0.1314,0.0,-0.2538,0.0005509,7.063e-14,0.0,0.0,0.0,0.001255,4.968e-13,0.0,0.0
1.809e-06,0.001307,1.553e-09,832.1,8.134e-13,1412.0,-0.01973,-18.64,-20.18,-6.58,-21.09,-14.1,-9.071,-23.58,-16.55,-13.13,-27.71,-20.72,-18.83,-33.66,-26.94,0.1322,0.2722,0.2292,1.052e-10,1.112e-10,1.105e-10,0.04007,0.0772,0.07658,9.329e-11,9.59e-11,9.59e-11,1.0,2.0,0.06984,0.1441,3.222e-11,3.664e-11,0.0909,0.03315,3.564e-11,4.179e-11,0.1821,0.07888,4.034e-11,4.149e-11,0.0,0.0,0.0,0.0,0.03241,0.0,7.386e-12,-0.08851,-0.04653,0.03308,8.193e-12,0.0,-0.12,0.0,-0.1817,0.002061,2.706e-13,0.0,0.0,0.0,0.0004396,4.03e-14,0.0,0.0
4.037e-06,0.0016259999999999,2.855e-09,370.5,1.797e-13,251.6,-0.01969,-0.002158,1.339,-6.579,-4.727,-1.435,-9.078,-5.278,0.2709,-13.16,-8.502,-1.113,-18.89,-16.24,-9.559,0.1464,0.3247,0.2757,1.113e-10,1.205e-10,1.205e-10,0.3685,0.489,0.4226,1.275e-10,1.319e-10,1.318e-10,2.0,2.0,0.1484,0.1874,6.016e-11,6.017e-11,0.4322,0.3207,5.679e-11,4.519e-11,0.222,0.4197,3.872e-11,4.519e-11,0.06912,1.035e-11,2.697e-11,2.571e-11,0.06815,0.4083,2.666e-11,0.02384,0.3388,0.3865,1.006e-11,8.682e-12,-0.224,0.07225,-0.1778,0.0002809,4.419e-14,0.0,7.001e-12,0.0,0.07072,8.198e-12,0.0,8.226e-12
3.15e-06,0.002043,3.334e-10,561.8,3.071e-13,407.5,-0.0197,-20.53,-18.74,-6.581,-25.29,-18.71,-9.077,-27.62,-20.04,-13.14,-32.04,-24.83,-18.86,-39.06,-33.93,0.1644,0.2508,0.2268,1.288e-10,1.326e-10,1.326e-10,0.2899,0.3243,0.3231,1.4e-10,1.407e-10,1.407e-10,1.0,2.0,0.09151,0.1613,6.608e-11,6.608e-11,0.3226,0.2856,6.451e-11,5.835e-11,0.1887,0.3223,5.39e-11,5.827e-11,0.06981,1.871e-11,2.981e-11,2.808e-11,0.06904,0.188,2.976e-11,-0.05894,0.0548,0.1875,1.857e-11,1.537e-11,-0.1938,0.0,-0.1138,7.396e-05,1.887e-14,0.0,0.0,0.0,0.0007393,7.969e-13,0.0,0.0
3.096e-06,0.0008349999999999,1.8349999999999998e-09,1469.0,2.3900000000000004e-13,1032.0,-0.0197,-30.46,-26.44,-6.581,-36.19,-24.32,-9.076,-38.7,-26.4,-13.14,-42.89,-31.6,-18.85,-48.88,-40.53,0.3501,0.3806,0.3804,1.373e-10,1.385e-10,1.385e-10,0.01113,0.01346,0.01344,1.354e-10,1.372e-10,1.372e-10,1.0,2.0,0.3312,0.3875,6.235e-11,6.237e-11,0.01375,0.01117,5.964e-11,6.463e-11,0.3876,0.01373,6.263e-11,6.463e-11,0.2767,2.87e-11,2.699e-11,2.453e-11,0.2626,0.009854,2.698e-11,0.0836,0.002919,0.009376,2.863e-11,2.741e-11,-0.006978,0.0,-0.172,0.04315,6.222e-12,6.23e-12,0.0,3.608e-12,8.707e-05,3.556e-13,0.04352,0.0
2.39e-06,0.0009469999999999,8.082000000000001e-10,903.6,4.661000000000001e-13,1340.0,-0.01972,-12.33,-13.41,-6.58,-13.79,-4.974,-9.073,-16.31,-7.383,-13.14,-20.65,-12.09,-18.84,-27.27,-20.04,0.2348,0.3026,0.3022,1.165e-10,1.214e-10,1.213e-10,0.09709,0.1031,0.1024,1.011e-10,1.158e-10,1.157e-10,1.0,2.0,0.1896,0.2643,4.14e-11,4.18e-11,0.1259,0.07636,3.912e-11,5.363e-11,0.3101,0.1256,5.129e-11,5.25e-11,0.1397,1.757e-11,0.0,0.0,0.1258,0.0,6.186e-12,-0.07047,-0.02859,0.04252,1.691e-11,1.431e-11,-0.2001,0.0,-0.2343,0.0005758,1.177e-13,0.0,0.0,0.0,0.001797,5.411e-13,0.0,0.0
2.347e-06,0.001021,1.8519999999999998e-09,455.3,9.388e-13,461.7,-0.01973,-1.559,-2.848,-6.579,-2.698,1.539,-9.072,-5.007,-0.5776,-13.14,-8.807,-4.091,-18.84,-14.02,-8.614,0.2933,0.5084,0.4436,1.273e-10,1.299e-10,1.294e-10,0.4379,0.4573,0.457,1.201e-10,1.247e-10,1.247e-10,2.0,2.0,0.09243,0.3006,5.546e-11,5.636e-11,0.4921,0.3039,5.547e-11,5.617e-11,0.3662,0.4263,5.343e-11,5.601e-11,0.1248,1.663e-11,2.163e-11,1.915e-11,0.1188,0.2834,2.136e-11,-0.1135,-0.004526,0.2422,1.6e-11,1.423e-11,-0.2017,0.0,-0.2153,0.0006893,6.647e-14,0.0,0.0,0.0,0.008603,1.022e-12,0.0,0.0
4.907e-06,0.001511,1.926e-11,691.7,6.422000000000001e-13,105.1,-0.01966,-20.27,-11.29,-6.585,-26.86,-16.63,-9.088,-29.81,-19.95,-13.16,-35.38,-28.15,-18.88,-44.29,-41.78,0.2101,0.4542,0.3978,1.001e-10,1.124e-10,1.123e-10,0.2425,0.3848,0.3566,1.032e-10,1.146e-10,1.146e-10,1.0,2.0,0.062,0.1754,3.349e-11,3.35e-11,0.1463,0.09137,2.37e-11,3.084e-11,0.1887,0.1461,1.927e-11,3.081e-11,0.0,0.0,0.0,0.0,0.000874,0.0,8.726e-13,-0.2605,-0.224,0.002915,3.089e-13,0.0,-0.1766,0.0,-0.2043,0.002455,4.414e-13,0.0,0.0,0.0,0.002502,4.777e-13,0.0,0.0
9.378e-06,0.001759,1.143e-09,279.9,5.008e-13,767.7,-0.01966,-5.763,-11.23,-6.602,-0.488,6.772,-9.121,-6.693,-2.895,-13.17,-16.1,-17.7,-18.87,-27.1,-34.04,0.1924,0.2786,0.2748,1.044e-10,1.142e-10,1.142e-10,-0.1984,0.1158,0.1119,6.525e-11,9.282e-11,9.277e-11,2.0,2.0,-0.07687,0.0845,7.729e-12,0.0,0.0,-0.315,0.0,3.915e-11,0.08451,0.01656,3.147e-11,3.647e-11,0.0,0.0,0.0,0.0,0.0005485,0.0,3.073e-13,-0.1698,-0.3367,0.001159,1.181e-13,0.0,-0.2488,0.0,-0.1386,0.0003915,1.945e-13,0.0,0.0,0.0,0.0005762,2.257e-13,0.0,0.0
